in s,C1 in V,C2 in V
3.870074E-02,1.246E+00,3.066E-02
3.870276E-02,-4.338E-01,-1.002E-02
3.870478E-02,-1.604E-01,5.113E-03
3.870679E-02,1.324E+00,3.810E-02
3.870881E-02,-3.752E-01,-1.870E-02
3.871082E-02,-1.213E-01,9.082E-03
3.871284E-02,1.246E+00,4.455E-02
3.871486E-02,-5.120E-01,-2.738E-02
3.871687E-02,-6.273E-02,1.181E-02
3.871889E-02,1.207E+00,4.679E-02
3.872090E-02,-5.315E-01,-3.656E-02
3.872292E-02,-2.367E-02,1.330E-02
3.872494E-02,1.187E+00,4.604E-02
3.872695E-02,-6.291E-01,-4.301E-02
3.872897E-02,1.130E-01,1.479E-02
3.873098E-02,1.129E+00,4.827E-02
3.873300E-02,-7.854E-01,-4.648E-02
3.873502E-02,1.912E-01,1.305E-02
3.873703E-02,1.051E+00,5.051E-02
3.873905E-02,-9.221E-01,-4.846E-02
3.874106E-02,1.716E-01,1.082E-02
3.874308E-02,1.070E+00,5.497E-02
3.874510E-02,-1.176E+00,-4.648E-02
3.874711E-02,2.302E-01,7.346E-03
3.874913E-02,1.109E+00,5.869E-02
3.875114E-02,-1.352E+00,-4.474E-02
3.875316E-02,3.279E-01,3.377E-03
3.875518E-02,1.031E+00,5.696E-02
3.875719E-02,-1.391E+00,-4.102E-02
3.875921E-02,4.841E-01,1.525E-04
3.876122E-02,9.334E-01,5.001E-02
3.876324E-02,-1.313E+00,-3.532E-02
3.876526E-02,5.232E-01,-9.551E-05
3.876727E-02,9.334E-01,3.910E-02
3.876929E-02,-1.176E+00,-2.912E-02
3.877130E-02,5.623E-01,1.641E-03
3.877332E-02,8.162E-01,2.669E-02
3.877534E-02,-1.000E+00,-2.366E-02
3.877735E-02,6.990E-01,5.113E-03
3.877937E-02,6.990E-01,1.801E-02
3.878138E-02,-9.416E-01,-1.870E-02
3.878340E-02,7.380E-01,1.007E-02
3.878542E-02,6.599E-01,1.305E-02
3.878743E-02,-8.830E-01,-1.448E-02
3.878945E-02,8.162E-01,1.752E-02
3.879146E-02,6.013E-01,1.082E-02
3.879348E-02,-9.026E-01,-1.374E-02
3.879550E-02,8.162E-01,2.868E-02
3.879751E-02,5.427E-01,9.082E-03
3.879953E-02,-9.026E-01,-1.572E-02
3.880154E-02,9.529E-01,3.910E-02
3.880356E-02,4.646E-01,7.346E-03
3.880558E-02,-9.026E-01,-1.920E-02
3.880759E-02,1.031E+00,5.150E-02
3.880961E-02,3.670E-01,2.633E-03
3.881162E-02,-9.416E-01,-2.440E-02
3.881364E-02,1.304E+00,5.621E-02
3.881566E-02,3.474E-01,-1.088E-03
3.881767E-02,-9.221E-01,-2.912E-02
3.881969E-02,1.539E+00,5.646E-02
3.882170E-02,2.693E-01,-1.584E-03
3.882372E-02,-8.635E-01,-3.309E-02
3.882574E-02,1.597E+00,5.249E-02
3.882775E-02,2.693E-01,2.633E-03
3.882977E-02,-8.635E-01,-3.755E-02
3.883178E-02,1.402E+00,4.927E-02
3.883380E-02,1.130E-01,8.090E-03
3.883582E-02,-7.659E-01,-4.177E-02
3.883783E-02,1.344E+00,4.753E-02
3.883985E-02,1.539E-02,1.231E-02
3.884186E-02,-6.877E-01,-4.350E-02
3.884388E-02,1.168E+00,4.778E-02
3.884590E-02,-4.320E-02,1.528E-02
3.884791E-02,-7.463E-01,-4.375E-02
3.884993E-02,1.226E+00,4.654E-02
3.885194E-02,-1.213E-01,1.380E-02
3.885396E-02,-6.487E-01,-4.226E-02
3.885598E-02,1.285E+00,4.455E-02
3.885799E-02,-2.190E-01,9.330E-03
3.886001E-02,-6.877E-01,-3.829E-02
3.886202E-02,1.324E+00,3.736E-02
3.886404E-02,-2.776E-01,6.354E-03
3.886606E-02,-5.510E-01,-3.135E-02
3.886807E-02,1.383E+00,2.942E-02
3.887009E-02,-2.776E-01,3.129E-03
3.887210E-02,-4.924E-01,-2.217E-02
3.887412E-02,1.324E+00,2.248E-02
3.887614E-02,-3.362E-01,-3.436E-04
3.887815E-02,-4.143E-01,-1.200E-02
3.888017E-02,1.304E+00,2.223E-02
3.888218E-02,-3.752E-01,-3.320E-03
3.888420E-02,-2.776E-01,-4.560E-03
3.888622E-02,1.304E+00,2.669E-02
3.888823E-02,-4.534E-01,-7.289E-03
3.889025E-02,-2.385E-01,2.633E-03
3.889226E-02,1.207E+00,3.438E-02
3.889428E-02,-4.729E-01,-1.547E-02
3.889630E-02,-1.409E-01,7.346E-03
3.889831E-02,1.246E+00,4.133E-02
3.890033E-02,-5.315E-01,-2.416E-02
3.890234E-02,-1.409E-01,1.032E-02
3.890436E-02,1.226E+00,4.629E-02
3.890638E-02,-4.924E-01,-3.383E-02
3.890839E-02,-6.273E-02,1.355E-02
3.891041E-02,1.168E+00,4.728E-02
3.891242E-02,-5.901E-01,-4.078E-02
3.891444E-02,3.492E-02,1.404E-02
3.891646E-02,1.109E+00,4.555E-02
3.891847E-02,-6.877E-01,-4.549E-02
3.892049E-02,1.130E-01,1.380E-02
3.892250E-02,1.070E+00,4.852E-02
3.892452E-02,-8.440E-01,-4.896E-02
3.892654E-02,1.130E-01,1.231E-02
3.892855E-02,1.051E+00,5.348E-02
3.893057E-02,-1.000E+00,-4.747E-02
3.893258E-02,2.498E-01,8.586E-03
3.893460E-02,1.129E+00,5.720E-02
3.893662E-02,-1.254E+00,-4.524E-02
3.893863E-02,3.474E-01,5.362E-03
3.894065E-02,1.070E+00,5.820E-02
3.894266E-02,-1.430E+00,-4.251E-02
3.894468E-02,3.474E-01,1.641E-03
3.894670E-02,1.011E+00,5.447E-02
3.894871E-02,-1.371E+00,-3.780E-02
3.895073E-02,3.865E-01,-9.551E-05
3.895274E-02,9.138E-01,4.381E-02
3.895476E-02,-1.196E+00,-3.234E-02
3.895678E-02,5.427E-01,1.145E-03
3.895879E-02,8.162E-01,3.165E-02
3.896081E-02,-1.098E+00,-2.639E-02
3.896282E-02,6.209E-01,2.881E-03
3.896484E-02,6.795E-01,2.173E-02
3.896686E-02,-9.612E-01,-2.068E-02
3.896887E-02,7.185E-01,7.594E-03
3.897089E-02,7.380E-01,1.528E-02
3.897290E-02,-9.026E-01,-1.597E-02
3.897492E-02,7.576E-01,1.330E-02
3.897694E-02,6.013E-01,1.206E-02
3.897895E-02,-8.830E-01,-1.374E-02
3.898097E-02,7.966E-01,2.248E-02
3.898298E-02,5.623E-01,1.082E-02
3.898500E-02,-8.440E-01,-1.473E-02
3.898702E-02,8.552E-01,3.538E-02
3.898903E-02,5.427E-01,8.090E-03
3.899105E-02,-9.221E-01,-1.820E-02
3.899306E-02,1.031E+00,4.803E-02
3.899508E-02,4.451E-01,4.617E-03
3.899710E-02,-9.026E-01,-2.143E-02
3.899911E-02,1.187E+00,5.522E-02
3.900113E-02,3.865E-01,6.486E-04
3.900314E-02,-8.440E-01,-2.688E-02
3.900516E-02,1.480E+00,5.795E-02
3.900718E-02,3.084E-01,-1.584E-03
3.900919E-02,-9.221E-01,-3.234E-02
3.901121E-02,1.597E+00,5.472E-02
3.901322E-02,1.912E-01,1.525E-04
3.901524E-02,-8.049E-01,-3.681E-02
3.901726E-02,1.519E+00,5.249E-02
3.901927E-02,1.326E-01,5.362E-03
3.902129E-02,-7.659E-01,-3.929E-02
3.902330E-02,1.402E+00,4.803E-02
3.902532E-02,9.352E-02,1.107E-02
3.902734E-02,-8.049E-01,-4.251E-02
3.902935E-02,1.187E+00,4.778E-02
3.903137E-02,-6.273E-02,1.504E-02
3.903338E-02,-6.682E-01,-4.375E-02
3.903540E-02,1.187E+00,4.728E-02
3.903742E-02,-1.604E-01,1.380E-02
3.903943E-02,-6.877E-01,-4.326E-02
3.904145E-02,1.207E+00,4.579E-02
3.904346E-02,-2.190E-01,1.131E-02
3.904548E-02,-6.487E-01,-4.003E-02
3.904750E-02,1.344E+00,4.182E-02
3.904951E-02,-2.580E-01,7.594E-03
3.905153E-02,-6.682E-01,-3.457E-02
3.905354E-02,1.402E+00,3.339E-02
3.905556E-02,-2.971E-01,3.873E-03
3.905758E-02,-5.901E-01,-2.639E-02
3.905959E-02,1.363E+00,2.521E-02
3.906161E-02,-3.752E-01,8.967E-04
3.906362E-02,-4.338E-01,-1.696E-02
3.906564E-02,1.304E+00,2.173E-02
3.906766E-02,-3.752E-01,-5.916E-04
3.906967E-02,-3.362E-01,-7.537E-03
3.907169E-02,1.187E+00,2.347E-02
3.907370E-02,-3.948E-01,-5.056E-03
3.907572E-02,-2.776E-01,4.006E-04
3.907774E-02,1.285E+00,3.165E-02
3.907975E-02,-4.534E-01,-1.051E-02
3.908177E-02,-1.799E-01,5.858E-03
3.908378E-02,1.187E+00,3.910E-02
3.908580E-02,-4.729E-01,-1.994E-02
3.908782E-02,-1.409E-01,9.578E-03
3.908983E-02,1.265E+00,4.555E-02
3.909185E-02,-4.143E-01,-2.912E-02
3.909386E-02,-6.273E-02,1.231E-02
3.909588E-02,1.207E+00,4.703E-02
3.909790E-02,-5.315E-01,-3.730E-02
3.909991E-02,1.539E-02,1.404E-02
3.910193E-02,1.168E+00,4.679E-02
3.910394E-02,-6.291E-01,-4.375E-02
3.910596E-02,9.352E-02,1.504E-02
3.910798E-02,1.168E+00,4.803E-02
3.910999E-02,-7.268E-01,-4.722E-02
3.911201E-02,1.716E-01,1.280E-02
3.911402E-02,1.051E+00,5.125E-02
3.911604E-02,-9.612E-01,-4.797E-02
3.911806E-02,1.912E-01,1.007E-02
3.912007E-02,1.070E+00,5.497E-02
3.912209E-02,-1.215E+00,-4.623E-02
3.912410E-02,2.693E-01,6.602E-03
3.912612E-02,1.070E+00,5.894E-02
3.912814E-02,-1.332E+00,-4.326E-02
3.913015E-02,3.474E-01,2.385E-03
3.913217E-02,9.724E-01,5.696E-02
3.913418E-02,-1.410E+00,-4.003E-02
3.913620E-02,4.255E-01,6.486E-04
3.913822E-02,9.138E-01,4.827E-02
3.914023E-02,-1.352E+00,-3.557E-02
3.914225E-02,5.427E-01,4.006E-04
3.914426E-02,9.138E-01,3.835E-02
3.914628E-02,-1.156E+00,-2.912E-02
3.914830E-02,6.795E-01,1.641E-03
3.915031E-02,8.162E-01,2.545E-02
3.915233E-02,-1.000E+00,-2.242E-02
3.915434E-02,6.599E-01,4.617E-03
3.915636E-02,6.990E-01,1.702E-02
3.915838E-02,-9.221E-01,-1.746E-02
3.916039E-02,7.576E-01,1.007E-02
3.916241E-02,6.209E-01,1.305E-02
3.916442E-02,-8.245E-01,-1.374E-02
3.916644E-02,7.771E-01,1.801E-02
3.916846E-02,6.209E-01,1.082E-02
3.917047E-02,-9.026E-01,-1.374E-02
3.917249E-02,8.552E-01,2.917E-02
3.917450E-02,5.427E-01,9.082E-03
3.917652E-02,-8.440E-01,-1.597E-02
3.917854E-02,9.334E-01,4.207E-02
3.918055E-02,3.865E-01,6.602E-03
3.918257E-02,-9.026E-01,-2.044E-02
3.918458E-02,1.051E+00,5.274E-02
3.918660E-02,4.060E-01,1.641E-03
3.918862E-02,-8.830E-01,-2.440E-02
3.919063E-02,1.344E+00,5.671E-02
3.919265E-02,2.888E-01,-1.832E-03
3.919466E-02,-8.440E-01,-2.961E-02
3.919668E-02,1.480E+00,5.696E-02
3.919870E-02,3.279E-01,-1.088E-03
3.920071E-02,-8.245E-01,-3.333E-02
3.920273E-02,1.578E+00,5.522E-02
3.920474E-02,1.912E-01,2.385E-03
3.920676E-02,-7.854E-01,-3.780E-02
3.920878E-02,1.480E+00,4.951E-02
3.921079E-02,9.352E-02,8.586E-03
3.921281E-02,-7.854E-01,-4.102E-02
3.921482E-02,1.363E+00,4.803E-02
3.921684E-02,1.130E-01,1.255E-02
3.921886E-02,-7.073E-01,-4.375E-02
3.922087E-02,1.187E+00,4.778E-02
3.922289E-02,-1.018E-01,1.479E-02
3.922490E-02,-7.463E-01,-4.400E-02
3.922692E-02,1.129E+00,4.703E-02
3.922894E-02,-1.604E-01,1.380E-02
3.923095E-02,-6.877E-01,-4.202E-02
3.923297E-02,1.265E+00,4.430E-02
3.923498E-02,-1.799E-01,8.586E-03
3.923700E-02,-6.487E-01,-3.755E-02
3.923902E-02,1.402E+00,3.711E-02
3.924103E-02,-2.971E-01,4.865E-03
3.924305E-02,-5.705E-01,-2.937E-02
3.924506E-02,1.402E+00,2.793E-02
3.924708E-02,-2.776E-01,2.633E-03
3.924910E-02,-4.924E-01,-1.994E-02
3.925111E-02,1.304E+00,2.272E-02
3.925313E-02,-3.948E-01,-8.396E-04
3.925514E-02,-4.143E-01,-1.151E-02
3.925716E-02,1.246E+00,2.198E-02
3.925918E-02,-3.948E-01,-2.824E-03
3.926119E-02,-2.971E-01,-3.072E-03
3.926321E-02,1.285E+00,2.744E-02
3.926522E-02,-3.948E-01,-8.281E-03
3.926724E-02,-2.580E-01,3.377E-03
3.926926E-02,1.226E+00,3.686E-02
3.927127E-02,-4.143E-01,-1.622E-02
3.927329E-02,-1.018E-01,6.602E-03
3.927530E-02,1.265E+00,4.257E-02
3.927732E-02,-4.924E-01,-2.440E-02
3.927934E-02,-8.227E-02,1.107E-02
3.928135E-02,1.168E+00,4.703E-02
3.928337E-02,-5.315E-01,-3.482E-02
3.928538E-02,-2.367E-02,1.305E-02
3.928740E-02,1.187E+00,4.703E-02
3.928942E-02,-6.682E-01,-4.152E-02
3.929143E-02,-4.141E-03,1.479E-02
3.929345E-02,1.109E+00,4.679E-02
3.929546E-02,-7.268E-01,-4.524E-02
3.929748E-02,1.326E-01,1.355E-02
3.929950E-02,1.090E+00,4.951E-02
3.930151E-02,-9.026E-01,-4.846E-02
3.930353E-02,1.912E-01,1.280E-02
3.930554E-02,1.090E+00,5.373E-02
3.930756E-02,-1.098E+00,-4.747E-02
3.930958E-02,2.498E-01,7.842E-03
3.931159E-02,1.051E+00,5.720E-02
3.931361E-02,-1.293E+00,-4.598E-02
3.931562E-02,3.279E-01,4.617E-03
3.931764E-02,1.051E+00,5.795E-02
3.931966E-02,-1.391E+00,-4.177E-02
3.932167E-02,3.474E-01,1.393E-03
3.932369E-02,1.031E+00,5.323E-02
3.932570E-02,-1.371E+00,-3.681E-02
3.932772E-02,4.841E-01,-9.551E-05
3.932974E-02,8.357E-01,4.232E-02
3.933175E-02,-1.274E+00,-3.160E-02
3.933377E-02,5.818E-01,1.393E-03
3.933578E-02,8.162E-01,3.116E-02
3.933780E-02,-1.059E+00,-2.589E-02
3.933982E-02,6.209E-01,2.633E-03
3.934183E-02,7.576E-01,2.024E-02
3.934385E-02,-9.221E-01,-1.920E-02
3.934586E-02,7.966E-01,8.338E-03
3.934788E-02,6.990E-01,1.504E-02
3.934990E-02,-8.635E-01,-1.622E-02
3.935191E-02,7.380E-01,1.380E-02
3.935393E-02,6.209E-01,1.181E-02
3.935594E-02,-8.245E-01,-1.374E-02
3.935796E-02,7.966E-01,2.521E-02
3.935998E-02,5.427E-01,1.131E-02
3.936199E-02,-9.026E-01,-1.547E-02
3.936401E-02,8.357E-01,3.686E-02
3.936602E-02,4.646E-01,8.338E-03
3.936804E-02,-8.635E-01,-1.746E-02
3.937006E-02,9.920E-01,4.877E-02
3.937207E-02,4.451E-01,3.625E-03
3.937409E-02,-9.026E-01,-2.217E-02
3.937610E-02,1.246E+00,5.646E-02
3.937812E-02,3.865E-01,1.525E-04
3.938014E-02,-8.830E-01,-2.837E-02
3.938215E-02,1.480E+00,5.646E-02
3.938417E-02,2.888E-01,-1.832E-03
3.938618E-02,-8.440E-01,-3.284E-02
3.938820E-02,1.558E+00,5.547E-02
3.939022E-02,2.498E-01,1.525E-04
3.939223E-02,-7.854E-01,-3.581E-02
3.939425E-02,1.480E+00,5.150E-02
3.939626E-02,1.912E-01,5.362E-03
3.939828E-02,-7.463E-01,-4.127E-02
3.940030E-02,1.422E+00,4.827E-02
3.940231E-02,5.445E-02,1.131E-02
3.940433E-02,-7.073E-01,-4.276E-02
3.940634E-02,1.187E+00,4.803E-02
3.940836E-02,-4.141E-03,1.504E-02
3.941038E-02,-7.268E-01,-4.474E-02
3.941239E-02,1.148E+00,4.728E-02
3.941441E-02,-8.227E-02,1.380E-02
3.941642E-02,-6.877E-01,-4.375E-02
3.941844E-02,1.324E+00,4.530E-02
3.942046E-02,-1.799E-01,1.156E-02
3.942247E-02,-6.291E-01,-3.929E-02
3.942449E-02,1.265E+00,3.984E-02
3.942650E-02,-2.971E-01,7.098E-03
3.942852E-02,-6.096E-01,-3.408E-02
3.943054E-02,1.383E+00,3.116E-02
3.943255E-02,-2.971E-01,3.129E-03
3.943457E-02,-5.120E-01,-2.589E-02
3.943658E-02,1.383E+00,2.496E-02
3.943860E-02,-3.752E-01,-3.436E-04
3.944062E-02,-3.948E-01,-1.523E-02
3.944263E-02,1.304E+00,2.223E-02
3.944465E-02,-4.729E-01,-1.336E-03
3.944666E-02,-3.166E-01,-7.041E-03
3.944868E-02,1.285E+00,2.446E-02
3.945070E-02,-4.534E-01,-5.553E-03
3.945271E-02,-2.385E-01,6.486E-04
3.945473E-02,1.285E+00,3.339E-02
3.945674E-02,-4.924E-01,-1.151E-02
3.945876E-02,-2.190E-01,5.610E-03
3.946078E-02,1.246E+00,4.034E-02
3.946279E-02,-4.729E-01,-2.118E-02
3.946481E-02,-1.213E-01,1.057E-02
3.946682E-02,1.226E+00,4.604E-02
3.946884E-02,-4.729E-01,-3.036E-02
3.947086E-02,-4.320E-02,1.255E-02
3.947287E-02,1.265E+00,4.703E-02
3.947489E-02,-5.510E-01,-3.904E-02
3.947690E-02,-2.367E-02,1.479E-02
3.947892E-02,1.226E+00,4.654E-02
3.948094E-02,-6.682E-01,-4.400E-02
3.948295E-02,3.492E-02,1.504E-02
3.948497E-02,1.168E+00,4.852E-02
3.948698E-02,-7.854E-01,-4.747E-02
3.948900E-02,2.302E-01,1.206E-02
3.949102E-02,1.129E+00,5.175E-02
3.949303E-02,-1.000E+00,-4.772E-02
3.949505E-02,1.912E-01,1.057E-02
3.949706E-02,1.090E+00,5.671E-02
3.949908E-02,-1.176E+00,-4.623E-02
3.950110E-02,3.670E-01,6.354E-03
3.950311E-02,1.051E+00,5.844E-02
3.950513E-02,-1.332E+00,-4.375E-02
3.950714E-02,3.279E-01,3.129E-03
3.950916E-02,1.051E+00,5.497E-02
3.951118E-02,-1.449E+00,-3.929E-02
3.951319E-02,4.255E-01,8.967E-04
3.951521E-02,9.724E-01,4.679E-02
3.951722E-02,-1.274E+00,-3.358E-02
3.951924E-02,5.232E-01,6.486E-04
3.952126E-02,8.552E-01,3.711E-02
3.952327E-02,-1.137E+00,-2.837E-02
3.952529E-02,6.404E-01,1.145E-03
3.952730E-02,7.966E-01,2.421E-02
3.952932E-02,-9.612E-01,-2.242E-02
3.953134E-02,6.990E-01,5.362E-03
3.953335E-02,6.990E-01,1.677E-02
3.953537E-02,-9.026E-01,-1.746E-02
3.953738E-02,7.771E-01,1.107E-02
3.953940E-02,6.209E-01,1.280E-02
3.954142E-02,-8.440E-01,-1.374E-02
3.954343E-02,7.185E-01,2.000E-02
3.954545E-02,5.623E-01,1.082E-02
3.954746E-02,-9.026E-01,-1.448E-02
3.954948E-02,8.552E-01,3.141E-02
3.955150E-02,4.646E-01,9.330E-03
3.955351E-02,-8.830E-01,-1.647E-02
3.955553E-02,9.138E-01,4.306E-02
3.955754E-02,4.646E-01,6.354E-03
3.955956E-02,-9.416E-01,-2.068E-02
3.956158E-02,1.109E+00,5.423E-02
3.956359E-02,4.060E-01,1.145E-03
3.956561E-02,-9.221E-01,-2.589E-02
3.956762E-02,1.363E+00,5.671E-02
3.956964E-02,3.084E-01,-1.832E-03
3.957166E-02,-8.440E-01,-3.011E-02
3.957367E-02,1.558E+00,5.646E-02
3.957569E-02,2.498E-01,-1.336E-03
3.957770E-02,-8.245E-01,-3.507E-02
3.957972E-02,1.597E+00,5.323E-02
3.958174E-02,1.716E-01,2.137E-03
3.958375E-02,-7.854E-01,-3.829E-02
3.958577E-02,1.422E+00,4.902E-02
3.958778E-02,5.445E-02,9.330E-03
3.958980E-02,-6.877E-01,-4.251E-02
3.959182E-02,1.324E+00,4.703E-02
3.959383E-02,1.539E-02,1.404E-02
3.959585E-02,-7.073E-01,-4.301E-02
3.959786E-02,1.187E+00,4.753E-02
3.959988E-02,-1.018E-01,1.553E-02
3.960190E-02,-6.877E-01,-4.400E-02
3.960391E-02,1.187E+00,4.679E-02
3.960593E-02,-1.604E-01,1.330E-02
3.960794E-02,-6.877E-01,-4.127E-02
3.960996E-02,1.344E+00,4.232E-02
3.961198E-02,-2.190E-01,8.586E-03
3.961399E-02,-6.096E-01,-3.656E-02
3.961601E-02,1.402E+00,3.538E-02
3.961802E-02,-2.776E-01,4.865E-03
3.962004E-02,-5.705E-01,-2.837E-02
3.962206E-02,1.422E+00,2.769E-02
3.962407E-02,-3.166E-01,6.486E-04
3.962609E-02,-4.534E-01,-1.920E-02
3.962810E-02,1.383E+00,2.173E-02
3.963012E-02,-3.557E-01,-8.396E-04
3.963214E-02,-3.362E-01,-9.769E-03
3.963415E-02,1.246E+00,2.248E-02
3.963617E-02,-4.534E-01,-3.568E-03
3.963818E-02,-2.776E-01,-2.824E-03
3.964020E-02,1.265E+00,2.917E-02
3.964222E-02,-4.924E-01,-8.529E-03
3.964423E-02,-1.995E-01,3.873E-03
3.964625E-02,1.265E+00,3.835E-02
3.964826E-02,-4.729E-01,-1.746E-02
3.965028E-02,-6.273E-02,8.586E-03
3.965230E-02,1.187E+00,4.356E-02
3.965431E-02,-4.729E-01,-2.639E-02
3.965633E-02,-2.367E-02,1.107E-02
3.965834E-02,1.246E+00,4.629E-02
3.966036E-02,-5.120E-01,-3.581E-02
3.966238E-02,-4.141E-03,1.454E-02
3.966439E-02,1.129E+00,4.654E-02
3.966641E-02,-6.096E-01,-4.326E-02
3.966842E-02,9.352E-02,1.454E-02
3.967044E-02,1.148E+00,4.703E-02
3.967246E-02,-7.463E-01,-4.673E-02
3.967447E-02,9.352E-02,1.280E-02
3.967649E-02,1.168E+00,4.976E-02
3.967850E-02,-9.026E-01,-4.822E-02
3.968052E-02,2.498E-01,1.107E-02
3.968254E-02,1.109E+00,5.423E-02
3.968455E-02,-1.176E+00,-4.747E-02
3.968657E-02,2.888E-01,8.338E-03
3.968858E-02,1.031E+00,5.869E-02
3.969060E-02,-1.313E+00,-4.549E-02
3.969262E-02,3.279E-01,3.873E-03
3.969463E-02,1.051E+00,5.745E-02
3.969665E-02,-1.430E+00,-4.127E-02
3.969866E-02,3.474E-01,1.393E-03
3.970068E-02,1.031E+00,5.274E-02
3.970270E-02,-1.332E+00,-3.681E-02
3.970471E-02,4.841E-01,-3.436E-04
3.970673E-02,8.748E-01,4.034E-02
3.970874E-02,-1.176E+00,-3.061E-02
3.971076E-02,5.427E-01,8.967E-04
3.971278E-02,8.162E-01,2.917E-02
3.971479E-02,-1.078E+00,-2.564E-02
3.971681E-02,6.404E-01,3.377E-03
3.971882E-02,7.185E-01,1.950E-02
3.972084E-02,-9.221E-01,-1.944E-02
3.972286E-02,7.771E-01,9.082E-03
3.972487E-02,6.795E-01,1.454E-02
3.972689E-02,-8.830E-01,-1.473E-02
3.972890E-02,7.771E-01,1.528E-02
3.973092E-02,5.623E-01,1.156E-02
3.973294E-02,-8.440E-01,-1.349E-02
3.973495E-02,7.966E-01,2.645E-02
3.973697E-02,5.427E-01,9.082E-03
3.973898E-02,-9.612E-01,-1.498E-02
3.974100E-02,8.943E-01,3.885E-02
3.974302E-02,4.841E-01,8.338E-03
3.974503E-02,-8.830E-01,-1.820E-02
3.974705E-02,1.051E+00,5.001E-02
3.974906E-02,3.474E-01,3.625E-03
3.975108E-02,-9.026E-01,-2.416E-02
3.975310E-02,1.207E+00,5.646E-02
3.975511E-02,3.670E-01,-1.088E-03
3.975713E-02,-8.440E-01,-2.887E-02
3.975914E-02,1.500E+00,5.696E-02
3.976116E-02,2.888E-01,-2.080E-03
3.976318E-02,-8.049E-01,-3.358E-02
3.976519E-02,1.519E+00,5.447E-02
3.976721E-02,1.912E-01,1.641E-03
3.976922E-02,-8.440E-01,-3.705E-02
3.977124E-02,1.519E+00,5.026E-02
3.977326E-02,1.716E-01,6.106E-03
3.977527E-02,-7.463E-01,-4.102E-02
3.977729E-02,1.304E+00,4.803E-02
3.977930E-02,-2.367E-02,1.231E-02
3.978132E-02,-7.268E-01,-4.301E-02
3.978334E-02,1.148E+00,4.728E-02
3.978535E-02,-4.320E-02,1.454E-02
3.978737E-02,-7.659E-01,-4.400E-02
3.978938E-02,1.187E+00,4.728E-02
3.979140E-02,-1.409E-01,1.404E-02
3.979342E-02,-6.291E-01,-4.301E-02
3.979543E-02,1.226E+00,4.455E-02
3.979745E-02,-1.604E-01,1.082E-02
3.979946E-02,-6.682E-01,-3.904E-02
3.980148E-02,1.383E+00,3.910E-02
3.980350E-02,-1.995E-01,5.858E-03
3.980551E-02,-5.901E-01,-3.185E-02
3.980753E-02,1.383E+00,3.091E-02
3.980954E-02,-3.557E-01,2.881E-03
3.981156E-02,-5.315E-01,-2.366E-02
3.981358E-02,1.402E+00,2.372E-02
3.981559E-02,-3.362E-01,1.145E-03
3.981761E-02,-4.143E-01,-1.423E-02
3.981962E-02,1.304E+00,2.124E-02
3.982164E-02,-4.338E-01,-2.328E-03
3.982366E-02,-3.166E-01,-4.560E-03
3.982567E-02,1.246E+00,2.521E-02
3.982769E-02,-4.534E-01,-6.297E-03
3.982970E-02,-2.580E-01,1.393E-03
3.983172E-02,1.226E+00,3.413E-02
3.983374E-02,-4.534E-01,-1.250E-02
3.983575E-02,-2.190E-01,7.098E-03
3.983777E-02,1.246E+00,4.108E-02
3.983978E-02,-4.534E-01,-2.192E-02
3.984180E-02,-1.018E-01,1.082E-02
3.984382E-02,1.226E+00,4.604E-02
3.984583E-02,-4.924E-01,-3.085E-02
3.984785E-02,-4.141E-03,1.231E-02
3.984986E-02,1.246E+00,4.778E-02
3.985188E-02,-5.510E-01,-3.879E-02
3.985390E-02,3.492E-02,1.454E-02
3.985591E-02,1.148E+00,4.703E-02
3.985793E-02,-6.487E-01,-4.524E-02
3.985994E-02,9.352E-02,1.380E-02
3.986196E-02,1.168E+00,4.927E-02
3.986398E-02,-8.049E-01,-4.846E-02
3.986599E-02,1.130E-01,1.255E-02
3.986801E-02,1.070E+00,5.249E-02
3.987002E-02,-1.020E+00,-4.747E-02
3.987204E-02,2.498E-01,9.826E-03
3.987406E-02,1.051E+00,5.621E-02
3.987607E-02,-1.293E+00,-4.499E-02
3.987809E-02,3.084E-01,5.610E-03
3.988010E-02,1.109E+00,5.944E-02
3.988212E-02,-1.391E+00,-4.350E-02
3.988414E-02,3.865E-01,2.633E-03
3.988615E-02,1.031E+00,5.497E-02
3.988817E-02,-1.430E+00,-3.904E-02
3.989018E-02,4.646E-01,4.006E-04
3.989220E-02,9.334E-01,4.604E-02
3.989422E-02,-1.274E+00,-3.309E-02
3.989623E-02,5.427E-01,1.525E-04
3.989825E-02,7.771E-01,3.513E-02
3.990026E-02,-1.098E+00,-2.738E-02
3.990228E-02,6.013E-01,1.889E-03
3.990430E-02,7.966E-01,2.272E-02
3.990631E-02,-9.612E-01,-2.143E-02
3.990833E-02,7.380E-01,6.106E-03
3.991034E-02,6.990E-01,1.603E-02
3.991236E-02,-8.830E-01,-1.572E-02
3.991438E-02,7.771E-01,1.255E-02
3.991639E-02,6.404E-01,1.231E-02
3.991841E-02,-8.830E-01,-1.374E-02
3.992042E-02,7.966E-01,2.124E-02
3.992244E-02,5.623E-01,1.131E-02
3.992446E-02,-9.026E-01,-1.374E-02
3.992647E-02,8.748E-01,3.339E-02
3.992849E-02,5.037E-01,8.586E-03
3.993050E-02,-8.830E-01,-1.622E-02
3.993252E-02,9.529E-01,4.480E-02
