in s,C1 in V,C2 in V
-3.186530E-02,1.716E-01,5.362E-03
-3.186329E-02,1.912E-01,5.610E-03
-3.186127E-02,1.716E-01,5.858E-03
-3.185926E-02,2.107E-01,5.610E-03
-3.185724E-02,1.912E-01,6.106E-03
-3.185522E-02,1.130E-01,6.354E-03
-3.185321E-02,1.912E-01,5.610E-03
-3.185119E-02,1.716E-01,5.858E-03
-3.184918E-02,1.912E-01,6.602E-03
-3.184716E-02,1.716E-01,5.362E-03
-3.184514E-02,2.107E-01,6.106E-03
-3.184313E-02,9.352E-02,5.858E-03
-3.184111E-02,1.130E-01,5.362E-03
-3.183910E-02,1.130E-01,5.858E-03
-3.183708E-02,1.521E-01,6.354E-03
-3.183506E-02,1.716E-01,5.858E-03
-3.183305E-02,1.716E-01,5.858E-03
-3.183103E-02,1.716E-01,6.106E-03
-3.182902E-02,1.912E-01,6.354E-03
-3.182700E-02,1.521E-01,6.106E-03
-3.182498E-02,1.326E-01,6.106E-03
-3.182297E-02,1.521E-01,6.106E-03
-3.182095E-02,1.521E-01,5.858E-03
-3.181894E-02,1.716E-01,5.610E-03
-3.181692E-02,1.521E-01,4.865E-03
-3.181490E-02,1.130E-01,5.362E-03
-3.181289E-02,1.326E-01,5.610E-03
-3.181087E-02,1.521E-01,5.858E-03
-3.180886E-02,1.912E-01,5.362E-03
-3.180684E-02,1.521E-01,6.354E-03
-3.180482E-02,1.326E-01,5.362E-03
-3.180281E-02,1.912E-01,5.362E-03
-3.180079E-02,2.107E-01,5.610E-03
-3.179878E-02,1.716E-01,5.362E-03
-3.179676E-02,1.716E-01,5.858E-03
-3.179474E-02,1.326E-01,5.610E-03
-3.179273E-02,1.521E-01,6.602E-03
-3.179071E-02,2.107E-01,5.858E-03
-3.178870E-02,1.130E-01,5.858E-03
-3.178668E-02,1.326E-01,5.362E-03
-3.178466E-02,1.130E-01,6.106E-03
-3.178265E-02,1.912E-01,5.610E-03
-3.178063E-02,2.107E-01,6.602E-03
-3.177862E-02,1.716E-01,5.858E-03
-3.177660E-02,1.912E-01,5.362E-03
-3.177458E-02,2.107E-01,5.362E-03
-3.177257E-02,1.326E-01,6.354E-03
-3.177055E-02,1.326E-01,6.354E-03
-3.176854E-02,1.912E-01,6.106E-03
-3.176652E-02,1.521E-01,6.106E-03
-3.176450E-02,1.716E-01,5.113E-03
-3.176249E-02,1.912E-01,6.106E-03
-3.176047E-02,2.107E-01,6.106E-03
-3.175846E-02,1.130E-01,5.610E-03
-3.175644E-02,1.130E-01,5.858E-03
-3.175442E-02,1.521E-01,6.106E-03
-3.175241E-02,1.716E-01,5.858E-03
-3.175039E-02,1.716E-01,6.106E-03
-3.174838E-02,1.912E-01,5.858E-03
-3.174636E-02,1.912E-01,6.602E-03
-3.174434E-02,1.326E-01,4.617E-03
-3.174233E-02,1.521E-01,6.850E-03
-3.174031E-02,1.716E-01,6.106E-03
-3.173830E-02,1.326E-01,5.858E-03
-3.173628E-02,1.130E-01,6.354E-03
-3.173426E-02,2.107E-01,5.858E-03
-3.173225E-02,1.130E-01,6.106E-03
-3.173023E-02,1.521E-01,6.106E-03
-3.172822E-02,1.130E-01,5.858E-03
-3.172620E-02,1.326E-01,5.858E-03
-3.172418E-02,1.521E-01,5.858E-03
-3.172217E-02,1.912E-01,6.106E-03
-3.172015E-02,1.716E-01,5.362E-03
-3.171814E-02,1.912E-01,5.362E-03
-3.171612E-02,1.326E-01,5.362E-03
-3.171410E-02,1.716E-01,5.362E-03
-3.171209E-02,1.130E-01,6.106E-03
-3.171007E-02,1.130E-01,4.617E-03
-3.170806E-02,1.326E-01,6.106E-03
-3.170604E-02,1.521E-01,6.106E-03
-3.170402E-02,1.716E-01,5.858E-03
-3.170201E-02,1.130E-01,6.602E-03
-3.169999E-02,1.521E-01,5.858E-03
-3.169798E-02,1.521E-01,5.362E-03
-3.169596E-02,1.130E-01,6.602E-03
-3.169394E-02,1.912E-01,6.106E-03
-3.169193E-02,1.521E-01,5.610E-03
-3.168991E-02,2.302E-01,5.610E-03
-3.168790E-02,1.326E-01,6.602E-03
-3.168588E-02,1.716E-01,5.362E-03
-3.168386E-02,1.716E-01,6.354E-03
-3.168185E-02,1.521E-01,5.858E-03
-3.167983E-02,1.716E-01,6.106E-03
-3.167782E-02,1.716E-01,6.106E-03
-3.167580E-02,1.521E-01,6.106E-03
-3.167378E-02,2.302E-01,6.106E-03
-3.167177E-02,7.398E-02,5.610E-03
-3.166975E-02,1.130E-01,5.858E-03
-3.166774E-02,1.912E-01,5.610E-03
-3.166572E-02,9.352E-02,5.610E-03
-3.166370E-02,1.716E-01,5.858E-03
-3.166169E-02,1.716E-01,6.106E-03
-3.165967E-02,1.130E-01,6.602E-03
-3.165766E-02,1.521E-01,6.106E-03
-3.165564E-02,1.326E-01,5.858E-03
-3.165362E-02,9.352E-02,6.106E-03
-3.165161E-02,1.912E-01,6.106E-03
-3.164959E-02,1.326E-01,6.106E-03
-3.164758E-02,1.130E-01,6.850E-03
-3.164556E-02,7.398E-02,5.610E-03
-3.164354E-02,2.107E-01,5.610E-03
-3.164153E-02,1.716E-01,6.354E-03
-3.163951E-02,9.352E-02,6.106E-03
-3.163750E-02,1.716E-01,6.106E-03
-3.163548E-02,1.716E-01,5.362E-03
-3.163346E-02,1.326E-01,5.362E-03
-3.163145E-02,1.326E-01,6.106E-03
-3.162943E-02,7.398E-02,6.106E-03
-3.162742E-02,1.326E-01,5.610E-03
-3.162540E-02,1.716E-01,5.113E-03
-3.162338E-02,2.107E-01,6.106E-03
-3.162137E-02,1.521E-01,5.362E-03
-3.161935E-02,1.130E-01,6.354E-03
-3.161734E-02,1.130E-01,6.106E-03
-3.161532E-02,1.326E-01,5.858E-03
-3.161330E-02,1.912E-01,6.354E-03
-3.161129E-02,1.716E-01,5.610E-03
-3.160927E-02,1.521E-01,5.362E-03
-3.160726E-02,9.352E-02,5.858E-03
-3.160524E-02,1.912E-01,5.362E-03
-3.160322E-02,1.130E-01,6.106E-03
-3.160121E-02,1.130E-01,6.354E-03
-3.159919E-02,1.912E-01,5.858E-03
-3.159718E-02,1.130E-01,6.106E-03
-3.159516E-02,1.326E-01,6.106E-03
-3.159314E-02,1.130E-01,5.858E-03
-3.159113E-02,1.326E-01,6.106E-03
-3.158911E-02,1.912E-01,5.858E-03
-3.158710E-02,9.352E-02,5.858E-03
-3.158508E-02,1.912E-01,5.610E-03
-3.158306E-02,1.521E-01,5.610E-03
-3.158105E-02,1.521E-01,6.106E-03
-3.157903E-02,1.130E-01,6.354E-03
-3.157702E-02,1.521E-01,5.610E-03
-3.157500E-02,1.521E-01,6.106E-03
-3.157298E-02,2.498E-01,5.858E-03
-3.157097E-02,1.521E-01,5.362E-03
-3.156895E-02,1.326E-01,5.858E-03
-3.156694E-02,1.130E-01,5.362E-03
-3.156492E-02,1.326E-01,6.354E-03
-3.156290E-02,1.521E-01,5.858E-03
-3.156089E-02,1.130E-01,6.354E-03
-3.155887E-02,1.521E-01,5.362E-03
-3.155686E-02,1.521E-01,6.602E-03
-3.155484E-02,1.521E-01,5.858E-03
-3.155282E-02,1.716E-01,6.106E-03
-3.155081E-02,1.130E-01,6.106E-03
-3.154879E-02,1.130E-01,5.362E-03
-3.154678E-02,1.912E-01,6.106E-03
-3.154476E-02,1.130E-01,5.858E-03
-3.154274E-02,2.107E-01,6.354E-03
-3.154073E-02,2.107E-01,5.362E-03
-3.153871E-02,2.107E-01,6.602E-03
-3.153670E-02,1.130E-01,6.354E-03
-3.153468E-02,1.326E-01,5.362E-03
-3.153266E-02,1.130E-01,6.106E-03
-3.153065E-02,1.912E-01,5.610E-03
-3.152863E-02,1.912E-01,5.362E-03
-3.152662E-02,1.716E-01,5.362E-03
-3.152460E-02,1.326E-01,4.865E-03
-3.152258E-02,1.130E-01,5.362E-03
-3.152057E-02,1.326E-01,6.106E-03
-3.151855E-02,1.130E-01,6.354E-03
-3.151654E-02,1.130E-01,4.617E-03
-3.151452E-02,1.130E-01,5.610E-03
-3.151250E-02,1.326E-01,6.106E-03
-3.151049E-02,1.130E-01,5.858E-03
-3.150847E-02,1.130E-01,5.362E-03
-3.150646E-02,1.521E-01,6.106E-03
-3.150444E-02,1.521E-01,6.354E-03
-3.150242E-02,1.130E-01,5.858E-03
-3.150041E-02,1.130E-01,6.602E-03
-3.149839E-02,1.521E-01,5.362E-03
-3.149638E-02,1.130E-01,7.098E-03
-3.149436E-02,1.130E-01,6.354E-03
-3.149234E-02,1.130E-01,6.106E-03
-3.149033E-02,1.521E-01,5.113E-03
-3.148831E-02,1.912E-01,6.106E-03
-3.148630E-02,1.130E-01,6.354E-03
-3.148428E-02,1.130E-01,5.610E-03
-3.148226E-02,1.130E-01,5.610E-03
-3.148025E-02,9.352E-02,5.362E-03
-3.147823E-02,1.130E-01,5.610E-03
-3.147622E-02,1.912E-01,6.354E-03
-3.147420E-02,1.130E-01,6.354E-03
-3.147218E-02,1.716E-01,6.106E-03
-3.147017E-02,1.326E-01,5.610E-03
-3.146815E-02,1.912E-01,5.610E-03
-3.146614E-02,2.107E-01,6.106E-03
-3.146412E-02,1.130E-01,5.858E-03
-3.146210E-02,1.326E-01,6.106E-03
-3.146009E-02,1.326E-01,5.858E-03
-3.145807E-02,1.521E-01,5.858E-03
-3.145606E-02,7.398E-02,5.610E-03
-3.145404E-02,1.716E-01,6.106E-03
-3.145202E-02,1.326E-01,6.106E-03
-3.145001E-02,7.398E-02,6.354E-03
-3.144799E-02,1.521E-01,6.106E-03
-3.144598E-02,1.716E-01,5.610E-03
-3.144396E-02,1.912E-01,5.858E-03
-3.144194E-02,1.130E-01,5.858E-03
-3.143993E-02,1.912E-01,5.362E-03
-3.143791E-02,1.326E-01,5.858E-03
-3.143590E-02,1.326E-01,6.106E-03
-3.143388E-02,1.326E-01,5.858E-03
-3.143186E-02,1.326E-01,5.610E-03
-3.142985E-02,1.130E-01,5.113E-03
-3.142783E-02,1.912E-01,5.858E-03
-3.142582E-02,1.912E-01,5.362E-03
-3.142380E-02,1.326E-01,5.610E-03
-3.142178E-02,1.130E-01,5.362E-03
-3.141977E-02,1.912E-01,6.354E-03
-3.141775E-02,1.326E-01,5.362E-03
-3.141574E-02,1.326E-01,6.106E-03
-3.141372E-02,1.521E-01,5.610E-03
-3.141170E-02,1.521E-01,5.610E-03
-3.140969E-02,1.912E-01,6.106E-03
-3.140767E-02,1.716E-01,4.865E-03
-3.140566E-02,1.326E-01,6.106E-03
-3.140364E-02,1.521E-01,5.858E-03
-3.140162E-02,1.326E-01,6.106E-03
-3.139961E-02,1.521E-01,5.610E-03
-3.139759E-02,1.326E-01,5.610E-03
-3.139558E-02,2.107E-01,5.362E-03
-3.139356E-02,1.130E-01,5.362E-03
-3.139154E-02,1.521E-01,5.362E-03
-3.138953E-02,1.912E-01,5.362E-03
-3.138751E-02,1.130E-01,6.106E-03
-3.138550E-02,1.521E-01,6.354E-03
-3.138348E-02,1.521E-01,5.362E-03
-3.138146E-02,1.130E-01,5.858E-03
-3.137945E-02,1.130E-01,5.610E-03
-3.137743E-02,1.716E-01,6.106E-03
-3.137542E-02,1.521E-01,5.362E-03
-3.137340E-02,1.130E-01,6.106E-03
-3.137138E-02,1.716E-01,5.610E-03
-3.136937E-02,2.302E-01,5.362E-03
-3.136735E-02,1.912E-01,5.362E-03
-3.136534E-02,1.326E-01,6.354E-03
-3.136332E-02,1.521E-01,6.354E-03
-3.136130E-02,1.130E-01,4.865E-03
-3.135929E-02,1.716E-01,6.354E-03
-3.135727E-02,2.302E-01,6.354E-03
-3.135526E-02,1.130E-01,5.610E-03
-3.135324E-02,1.912E-01,5.362E-03
-3.135122E-02,1.912E-01,6.354E-03
-3.134921E-02,9.352E-02,6.106E-03
-3.134719E-02,1.716E-01,5.362E-03
-3.134518E-02,1.130E-01,5.362E-03
-3.134316E-02,1.326E-01,4.865E-03
-3.134114E-02,1.130E-01,6.106E-03
-3.133913E-02,1.912E-01,5.858E-03
-3.133711E-02,1.716E-01,5.113E-03
-3.133510E-02,1.716E-01,6.106E-03
-3.133308E-02,1.130E-01,6.106E-03
-3.133106E-02,1.716E-01,5.362E-03
-3.132905E-02,1.716E-01,5.362E-03
-3.132703E-02,1.912E-01,5.610E-03
-3.132502E-02,1.912E-01,5.362E-03
-3.132300E-02,1.521E-01,6.106E-03
-3.132098E-02,1.716E-01,6.602E-03
-3.131897E-02,1.130E-01,5.362E-03
-3.131695E-02,1.130E-01,5.858E-03
-3.131494E-02,1.130E-01,5.362E-03
-3.131292E-02,1.912E-01,5.362E-03
-3.131090E-02,1.326E-01,6.106E-03
-3.130889E-02,1.326E-01,5.362E-03
-3.130687E-02,1.130E-01,6.106E-03
-3.130486E-02,2.302E-01,6.106E-03
-3.130284E-02,2.107E-01,6.106E-03
-3.130082E-02,1.130E-01,6.354E-03
-3.129881E-02,1.130E-01,6.106E-03
-3.129679E-02,1.326E-01,6.106E-03
-3.129478E-02,1.521E-01,6.354E-03
-3.129276E-02,1.326E-01,6.106E-03
-3.129074E-02,1.130E-01,5.858E-03
-3.128873E-02,1.912E-01,5.362E-03
-3.128671E-02,1.326E-01,5.362E-03
-3.128470E-02,1.912E-01,6.106E-03
-3.128268E-02,1.130E-01,5.610E-03
-3.128066E-02,1.716E-01,6.106E-03
-3.127865E-02,1.521E-01,5.362E-03
-3.127663E-02,1.716E-01,6.354E-03
-3.127462E-02,9.352E-02,5.858E-03
-3.127260E-02,1.912E-01,5.858E-03
-3.127058E-02,1.716E-01,6.602E-03
-3.126857E-02,1.912E-01,6.106E-03
-3.126655E-02,1.912E-01,5.362E-03
-3.126454E-02,1.912E-01,6.106E-03
-3.126252E-02,1.326E-01,5.610E-03
-3.126050E-02,9.352E-02,5.610E-03
-3.125849E-02,2.107E-01,5.858E-03
-3.125647E-02,1.130E-01,5.362E-03
-3.125446E-02,2.107E-01,5.610E-03
-3.125244E-02,1.521E-01,5.610E-03
-3.125042E-02,1.326E-01,6.602E-03
-3.124841E-02,1.716E-01,5.362E-03
-3.124639E-02,1.130E-01,6.106E-03
-3.124438E-02,9.352E-02,6.850E-03
-3.124236E-02,1.326E-01,5.610E-03
-3.124034E-02,1.716E-01,5.858E-03
-3.123833E-02,1.521E-01,6.354E-03
-3.123631E-02,1.521E-01,6.106E-03
-3.123430E-02,1.326E-01,5.858E-03
-3.123228E-02,1.326E-01,6.106E-03
-3.123026E-02,1.130E-01,5.858E-03
-3.122825E-02,1.521E-01,6.106E-03
-3.122623E-02,7.398E-02,6.602E-03
-3.122422E-02,1.326E-01,6.106E-03
-3.122220E-02,1.912E-01,6.106E-03
-3.122018E-02,1.716E-01,6.106E-03
-3.121817E-02,2.107E-01,5.610E-03
-3.121615E-02,1.521E-01,5.610E-03
-3.121414E-02,1.130E-01,6.354E-03
-3.121212E-02,1.521E-01,6.106E-03
-3.121010E-02,1.130E-01,6.106E-03
-3.120809E-02,1.912E-01,5.610E-03
-3.120607E-02,1.326E-01,5.858E-03
-3.120406E-02,1.521E-01,6.354E-03
-3.120204E-02,1.521E-01,5.362E-03
-3.120002E-02,1.716E-01,5.610E-03
-3.119801E-02,1.326E-01,6.106E-03
-3.119599E-02,1.912E-01,7.098E-03
-3.119398E-02,1.912E-01,6.354E-03
-3.119196E-02,1.912E-01,5.362E-03
-3.118994E-02,1.912E-01,6.106E-03
-3.118793E-02,1.326E-01,5.610E-03
-3.118591E-02,1.130E-01,6.354E-03
-3.118390E-02,1.912E-01,6.106E-03
-3.118188E-02,1.326E-01,5.610E-03
-3.117986E-02,1.912E-01,6.106E-03
-3.117785E-02,1.912E-01,6.354E-03
-3.117583E-02,1.521E-01,5.362E-03
-3.117382E-02,1.130E-01,5.858E-03
-3.117180E-02,1.716E-01,6.106E-03
-3.116978E-02,1.326E-01,5.610E-03
-3.116777E-02,7.398E-02,6.354E-03
-3.116575E-02,1.130E-01,6.106E-03
-3.116374E-02,2.302E-01,6.106E-03
-3.116172E-02,1.326E-01,6.354E-03
-3.115970E-02,1.716E-01,5.610E-03
-3.115769E-02,1.716E-01,6.106E-03
-3.115567E-02,1.326E-01,5.610E-03
-3.115366E-02,1.130E-01,6.106E-03
-3.115164E-02,1.326E-01,5.858E-03
-3.114962E-02,1.130E-01,5.362E-03
-3.114761E-02,1.130E-01,6.106E-03
-3.114559E-02,1.326E-01,6.106E-03
-3.114358E-02,1.326E-01,6.106E-03
-3.114156E-02,1.521E-01,6.602E-03
-3.113954E-02,1.130E-01,6.354E-03
-3.113753E-02,1.912E-01,5.362E-03
-3.113551E-02,1.130E-01,5.858E-03
-3.113350E-02,1.130E-01,6.106E-03
-3.113148E-02,1.716E-01,6.602E-03
-3.112946E-02,1.326E-01,5.610E-03
-3.112745E-02,1.912E-01,6.106E-03
-3.112543E-02,1.716E-01,5.610E-03
-3.112342E-02,1.130E-01,5.858E-03
-3.112140E-02,1.521E-01,6.354E-03
-3.111938E-02,1.130E-01,5.362E-03
-3.111737E-02,1.130E-01,6.602E-03
-3.111535E-02,1.912E-01,6.354E-03
-3.111334E-02,2.302E-01,5.610E-03
-3.111132E-02,1.130E-01,6.354E-03
-3.110930E-02,1.716E-01,6.106E-03
-3.110729E-02,1.326E-01,4.617E-03
-3.110527E-02,1.521E-01,5.858E-03
-3.110326E-02,1.130E-01,6.106E-03
-3.110124E-02,1.912E-01,6.106E-03
-3.109922E-02,1.326E-01,6.602E-03
-3.109721E-02,1.130E-01,5.362E-03
-3.109519E-02,1.912E-01,6.354E-03
-3.109318E-02,1.130E-01,5.610E-03
-3.109116E-02,1.130E-01,6.354E-03
-3.108914E-02,1.521E-01,5.362E-03
-3.108713E-02,1.521E-01,6.106E-03
-3.108511E-02,1.716E-01,4.865E-03
-3.108310E-02,1.521E-01,6.354E-03
-3.108108E-02,1.130E-01,6.354E-03
-3.107906E-02,1.130E-01,6.106E-03
-3.107705E-02,1.326E-01,5.610E-03
-3.107503E-02,1.912E-01,5.362E-03
-3.107302E-02,1.130E-01,5.610E-03
-3.107100E-02,1.130E-01,6.354E-03
-3.106898E-02,1.326E-01,5.858E-03
-3.106697E-02,1.521E-01,5.858E-03
-3.106495E-02,1.130E-01,6.106E-03
-3.106294E-02,1.716E-01,6.354E-03
-3.106092E-02,1.716E-01,6.106E-03
-3.105890E-02,1.130E-01,6.602E-03
-3.105689E-02,1.716E-01,5.610E-03
-3.105487E-02,7.398E-02,5.858E-03
-3.105286E-02,1.326E-01,5.610E-03
-3.105084E-02,1.326E-01,6.106E-03
-3.104882E-02,1.326E-01,6.354E-03
-3.104681E-02,1.521E-01,6.106E-03
-3.104479E-02,1.912E-01,6.106E-03
-3.104278E-02,1.130E-01,5.858E-03
-3.104076E-02,1.912E-01,5.610E-03
-3.103874E-02,1.326E-01,6.850E-03
-3.103673E-02,1.716E-01,5.610E-03
-3.103471E-02,1.716E-01,6.354E-03
-3.103270E-02,1.521E-01,6.106E-03
-3.103068E-02,9.352E-02,5.362E-03
-3.102866E-02,1.521E-01,5.362E-03
-3.102665E-02,1.521E-01,6.106E-03
-3.102463E-02,1.130E-01,5.858E-03
-3.102262E-02,1.912E-01,5.610E-03
-3.102060E-02,1.912E-01,6.850E-03
-3.101858E-02,2.107E-01,6.354E-03
-3.101657E-02,2.107E-01,5.362E-03
-3.101455E-02,1.912E-01,6.354E-03
-3.101254E-02,1.326E-01,6.602E-03
-3.101052E-02,1.716E-01,5.362E-03
-3.100850E-02,1.521E-01,6.602E-03
-3.100649E-02,1.521E-01,5.610E-03
-3.100447E-02,2.107E-01,5.362E-03
-3.100246E-02,1.521E-01,5.858E-03
-3.100044E-02,1.130E-01,6.106E-03
-3.099842E-02,1.912E-01,6.354E-03
-3.099641E-02,1.130E-01,5.858E-03
-3.099439E-02,1.130E-01,5.858E-03
-3.099238E-02,2.107E-01,5.362E-03
-3.099036E-02,1.326E-01,6.106E-03
-3.098834E-02,9.352E-02,5.610E-03
-3.098633E-02,1.326E-01,6.106E-03
-3.098431E-02,1.130E-01,6.106E-03
-3.098230E-02,1.130E-01,6.106E-03
-3.098028E-02,1.716E-01,5.858E-03
-3.097826E-02,1.130E-01,5.858E-03
-3.097625E-02,1.521E-01,5.362E-03
-3.097423E-02,1.716E-01,5.610E-03
-3.097222E-02,1.130E-01,6.106E-03
-3.097020E-02,1.130E-01,6.106E-03
-3.096818E-02,1.130E-01,5.858E-03
-3.096617E-02,1.130E-01,6.354E-03
-3.096415E-02,1.130E-01,5.362E-03
-3.096214E-02,1.716E-01,6.602E-03
-3.096012E-02,1.912E-01,5.362E-03
-3.095810E-02,1.716E-01,6.106E-03
-3.095609E-02,1.716E-01,5.362E-03
-3.095407E-02,1.326E-01,6.106E-03
-3.095206E-02,1.912E-01,5.362E-03
-3.095004E-02,2.498E-01,6.106E-03
-3.094802E-02,1.521E-01,5.858E-03
-3.094601E-02,2.107E-01,6.354E-03
-3.094399E-02,1.912E-01,5.858E-03
-3.094198E-02,1.521E-01,5.362E-03
-3.093996E-02,1.716E-01,6.106E-03
-3.093794E-02,1.716E-01,6.106E-03
-3.093593E-02,1.716E-01,5.858E-03
-3.093391E-02,1.326E-01,6.106E-03
-3.093190E-02,1.521E-01,5.858E-03
-3.092988E-02,1.521E-01,6.106E-03
-3.092786E-02,1.912E-01,6.106E-03
-3.092585E-02,1.716E-01,6.354E-03
-3.092383E-02,1.326E-01,6.106E-03
-3.092182E-02,1.521E-01,5.610E-03
-3.091980E-02,1.912E-01,6.354E-03
-3.091778E-02,2.107E-01,5.858E-03
-3.091577E-02,1.912E-01,6.106E-03
-3.091375E-02,1.130E-01,5.362E-03
-3.091174E-02,1.716E-01,6.354E-03
-3.090972E-02,1.326E-01,5.362E-03
-3.090770E-02,1.912E-01,5.610E-03
-3.090569E-02,1.326E-01,5.858E-03
-3.090367E-02,2.107E-01,5.362E-03
-3.090166E-02,1.130E-01,6.602E-03
-3.089964E-02,2.107E-01,6.106E-03
-3.089762E-02,1.912E-01,6.106E-03
-3.089561E-02,1.716E-01,5.610E-03
-3.089359E-02,1.716E-01,6.106E-03
-3.089158E-02,1.326E-01,5.362E-03
-3.088956E-02,1.716E-01,6.106E-03
-3.088754E-02,1.326E-01,5.362E-03
-3.088553E-02,1.912E-01,6.106E-03
-3.088351E-02,1.716E-01,5.362E-03
-3.088150E-02,1.716E-01,5.362E-03
-3.087948E-02,9.352E-02,6.354E-03
-3.087746E-02,1.912E-01,5.362E-03
-3.087545E-02,2.302E-01,6.106E-03
-3.087343E-02,1.912E-01,6.354E-03
-3.087142E-02,1.130E-01,5.362E-03
-3.086940E-02,1.912E-01,6.850E-03
-3.086738E-02,1.716E-01,5.610E-03
-3.086537E-02,1.716E-01,5.362E-03
-3.086335E-02,1.521E-01,5.610E-03
-3.086134E-02,1.130E-01,5.610E-03
-3.085932E-02,9.352E-02,6.106E-03
-3.085730E-02,1.716E-01,6.354E-03
-3.085529E-02,1.716E-01,5.858E-03
-3.085327E-02,2.107E-01,5.610E-03
-3.085126E-02,1.912E-01,5.610E-03
-3.084924E-02,1.716E-01,6.106E-03
-3.084722E-02,1.912E-01,6.354E-03
-3.084521E-02,1.521E-01,6.106E-03
-3.084319E-02,1.912E-01,6.106E-03
-3.084118E-02,1.521E-01,5.858E-03
-3.083916E-02,1.326E-01,5.362E-03
-3.083714E-02,1.912E-01,6.106E-03
-3.083513E-02,1.716E-01,5.858E-03
-3.083311E-02,1.130E-01,5.858E-03
-3.083110E-02,1.326E-01,5.858E-03
-3.082908E-02,1.912E-01,5.362E-03
-3.082706E-02,1.521E-01,5.858E-03
-3.082505E-02,1.912E-01,5.858E-03
-3.082303E-02,1.912E-01,5.362E-03
-3.082102E-02,1.912E-01,5.362E-03
-3.081900E-02,1.130E-01,5.610E-03
-3.081698E-02,1.521E-01,6.106E-03
-3.081497E-02,1.716E-01,5.610E-03
-3.081295E-02,1.912E-01,5.858E-03
-3.081094E-02,1.716E-01,5.362E-03
-3.080892E-02,1.521E-01,5.113E-03
-3.080690E-02,1.716E-01,5.362E-03
-3.080489E-02,1.716E-01,6.354E-03
-3.080287E-02,1.912E-01,5.362E-03
-3.080086E-02,1.521E-01,6.106E-03
-3.079884E-02,1.521E-01,5.610E-03
-3.079682E-02,1.912E-01,5.858E-03
-3.079481E-02,1.326E-01,5.610E-03
-3.079279E-02,1.912E-01,6.106E-03
-3.079078E-02,1.130E-01,5.858E-03
-3.078876E-02,1.130E-01,6.354E-03
-3.078674E-02,2.107E-01,5.362E-03
-3.078473E-02,9.352E-02,5.362E-03
-3.078271E-02,1.716E-01,6.106E-03
-3.078070E-02,1.130E-01,5.362E-03
-3.077868E-02,1.521E-01,5.362E-03
-3.077666E-02,1.716E-01,5.113E-03
-3.077465E-02,1.912E-01,6.106E-03
-3.077263E-02,1.326E-01,5.362E-03
-3.077062E-02,1.326E-01,5.858E-03
