in s,C1 in V,C2 in V
2.88805E-02,1.246E+00,1.800E-02
2.88826E-02,-4.534E-01,2.147E-02
2.88846E-02,-1.409E-01,-1.400E-02
2.88866E-02,1.246E+00,2.345E-02
2.88886E-02,-5.120E-01,2.048E-02
2.88906E-02,-8.227E-02,-1.524E-02
2.88926E-02,1.265E+00,1.998E-02
2.88947E-02,-6.682E-01,2.494E-02
2.88967E-02,3.492E-02,-1.574E-02
2.88987E-02,1.246E+00,1.130E-02
2.89007E-02,-7.463E-01,3.288E-02
2.89027E-02,1.521E-01,-1.574E-02
2.89047E-02,1.109E+00,1.625E-03
2.89068E-02,-9.416E-01,3.834E-02
2.89088E-02,1.521E-01,-1.326E-02
2.89108E-02,1.148E+00,-4.080E-03
2.89128E-02,-1.039E+00,3.511E-02
2.89148E-02,2.693E-01,-1.177E-02
2.89168E-02,1.090E+00,-2.344E-03
2.89188E-02,-1.352E+00,2.693E-02
2.89209E-02,3.084E-01,-9.289E-03
2.89229E-02,1.031E+00,3.858E-03
2.89249E-02,-1.410E+00,1.700E-02
2.89269E-02,4.060E-01,-5.816E-03
2.89289E-02,1.031E+00,9.811E-03
2.89309E-02,-1.332E+00,1.304E-02
2.89330E-02,5.037E-01,-2.344E-03
2.89350E-02,8.943E-01,1.080E-02
2.89370E-02,-1.215E+00,1.254E-02
2.89390E-02,5.427E-01,8.811E-04
2.89410E-02,8.357E-01,8.819E-03
2.89430E-02,-1.117E+00,1.279E-02
2.89451E-02,6.795E-01,2.369E-03
2.89471E-02,7.380E-01,6.338E-03
2.89491E-02,-8.830E-01,1.055E-02
2.89511E-02,7.380E-01,3.610E-03
2.89531E-02,6.795E-01,7.082E-03
2.89551E-02,-7.659E-01,4.106E-03
2.89572E-02,7.185E-01,2.369E-03
2.89592E-02,6.209E-01,1.304E-02
2.89612E-02,-8.245E-01,-4.576E-03
2.89632E-02,7.576E-01,-6.560E-03
2.89652E-02,5.623E-01,1.973E-02
2.89672E-02,-8.245E-01,-9.041E-03
2.89692E-02,8.552E-01,-1.599E-02
2.89713E-02,5.427E-01,2.866E-02
2.89733E-02,-8.635E-01,-9.537E-03
2.89753E-02,9.138E-01,-2.318E-02
2.89773E-02,4.841E-01,3.164E-02
2.89793E-02,-8.440E-01,-6.064E-03
2.89813E-02,1.187E+00,-1.921E-02
2.89834E-02,4.451E-01,2.990E-02
2.89854E-02,-9.416E-01,-6.072E-04
2.89874E-02,1.402E+00,-9.785E-03
2.89894E-02,3.279E-01,2.469E-02
2.89914E-02,-9.026E-01,2.865E-03
2.89934E-02,1.617E+00,-4.328E-03
2.89955E-02,2.107E-01,2.048E-02
2.89975E-02,-8.830E-01,5.098E-03
2.89995E-02,1.636E+00,-8.545E-03
2.90015E-02,1.326E-01,1.824E-02
2.90035E-02,-8.245E-01,5.594E-03
2.90055E-02,1.461E+00,-1.772E-02
2.90076E-02,7.398E-02,1.824E-02
2.90096E-02,-7.659E-01,7.578E-03
2.90116E-02,1.344E+00,-2.417E-02
2.90136E-02,-2.367E-02,1.874E-02
2.90156E-02,-7.854E-01,8.819E-03
2.90176E-02,1.285E+00,-2.070E-02
2.90196E-02,-1.213E-01,1.998E-02
2.90217E-02,-6.487E-01,9.563E-03
2.90237E-02,1.246E+00,-7.056E-03
2.90257E-02,-1.409E-01,1.651E-02
2.90277E-02,-6.096E-01,9.315E-03
2.90297E-02,1.265E+00,7.826E-03
2.90317E-02,-2.190E-01,1.229E-02
2.90338E-02,-6.487E-01,9.315E-03
2.90358E-02,1.402E+00,1.651E-02
2.90378E-02,-2.971E-01,8.074E-03
2.90398E-02,-5.120E-01,7.578E-03
2.90418E-02,1.324E+00,1.700E-02
2.90438E-02,-3.557E-01,8.571E-03
2.90459E-02,-4.338E-01,2.617E-03
2.90479E-02,1.265E+00,7.826E-03
2.90499E-02,-3.166E-01,9.811E-03
2.90519E-02,-2.971E-01,-2.096E-03
2.90539E-02,1.246E+00,3.362E-03
2.90559E-02,-4.143E-01,1.353E-02
2.90580E-02,-2.580E-01,-6.560E-03
2.90600E-02,1.168E+00,6.090E-03
2.90620E-02,-4.924E-01,1.824E-02
2.90640E-02,-1.604E-01,-1.028E-02
2.90660E-02,1.226E+00,1.304E-02
2.90680E-02,-4.534E-01,2.097E-02
2.90700E-02,-4.320E-02,-1.326E-02
2.90721E-02,1.226E+00,2.197E-02
2.90741E-02,-5.120E-01,2.197E-02
2.90761E-02,-1.018E-01,-1.499E-02
2.90781E-02,1.285E+00,2.246E-02
2.90801E-02,-5.315E-01,2.296E-02
2.90821E-02,-2.367E-02,-1.450E-02
2.90842E-02,1.168E+00,1.601E-02
2.90862E-02,-6.291E-01,2.916E-02
2.90882E-02,5.445E-02,-1.574E-02
2.90902E-02,1.187E+00,6.338E-03
2.90922E-02,-7.659E-01,3.635E-02
2.90942E-02,1.521E-01,-1.524E-02
2.90963E-02,1.129E+00,-2.344E-03
2.90983E-02,-9.612E-01,3.883E-02
2.91003E-02,2.107E-01,-1.301E-02
2.91023E-02,1.187E+00,-3.584E-03
2.91043E-02,-1.156E+00,3.065E-02
2.91063E-02,3.084E-01,-1.003E-02
2.91084E-02,1.090E+00,6.330E-04
2.91104E-02,-1.410E+00,2.147E-02
2.91124E-02,3.865E-01,-7.304E-03
2.91144E-02,1.051E+00,6.338E-03
2.91164E-02,-1.449E+00,1.353E-02
2.91184E-02,4.841E-01,-3.832E-03
2.91204E-02,1.031E+00,1.055E-02
2.91225E-02,-1.274E+00,1.155E-02
2.91245E-02,5.818E-01,3.850E-04
2.91265E-02,8.943E-01,9.811E-03
2.91285E-02,-1.156E+00,1.328E-02
2.91305E-02,6.013E-01,2.121E-03
2.91325E-02,7.576E-01,7.330E-03
2.91346E-02,-9.612E-01,1.180E-02
2.91366E-02,6.404E-01,3.113E-03
2.91386E-02,7.380E-01,7.330E-03
2.91406E-02,-8.830E-01,7.578E-03
2.91426E-02,6.990E-01,3.858E-03
2.91446E-02,6.599E-01,9.315E-03
2.91467E-02,-8.635E-01,1.369E-04
2.91487E-02,7.771E-01,-1.103E-03
2.91507E-02,6.013E-01,1.626E-02
2.91527E-02,-8.440E-01,-6.808E-03
2.91547E-02,7.771E-01,-1.227E-02
2.91567E-02,5.427E-01,2.469E-02
2.91588E-02,-8.245E-01,-1.028E-02
2.91608E-02,8.552E-01,-2.194E-02
2.91628E-02,4.646E-01,2.990E-02
2.91648E-02,-9.221E-01,-9.041E-03
2.91668E-02,1.031E+00,-2.268E-02
2.91688E-02,4.451E-01,3.040E-02
2.91708E-02,-9.026E-01,-3.584E-03
2.91729E-02,1.265E+00,-1.475E-02
2.91749E-02,3.084E-01,2.792E-02
2.91769E-02,-8.245E-01,2.617E-03
2.91789E-02,1.500E+00,-5.072E-03
2.91809E-02,2.693E-01,2.271E-02
2.91829E-02,-8.830E-01,5.098E-03
2.91850E-02,1.617E+00,-5.320E-03
2.91870E-02,1.912E-01,1.874E-02
2.91890E-02,-8.830E-01,5.842E-03
2.91910E-02,1.597E+00,-1.251E-02
2.91930E-02,1.326E-01,1.750E-02
2.91950E-02,-8.245E-01,6.834E-03
2.91971E-02,1.441E+00,-2.070E-02
2.91991E-02,-4.320E-02,1.874E-02
2.92011E-02,-7.854E-01,8.571E-03
2.92031E-02,1.324E+00,-2.219E-02
2.92051E-02,-1.409E-01,1.973E-02
2.92071E-02,-6.877E-01,9.067E-03
2.92092E-02,1.246E+00,-1.400E-02
2.92112E-02,-1.604E-01,1.874E-02
2.92132E-02,-6.877E-01,9.811E-03
2.92152E-02,1.324E+00,1.625E-03
2.92172E-02,-2.190E-01,1.353E-02
2.92192E-02,-6.877E-01,9.811E-03
2.92212E-02,1.304E+00,1.229E-02
2.92233E-02,-2.580E-01,9.811E-03
2.92253E-02,-5.315E-01,8.074E-03
2.92273E-02,1.285E+00,1.676E-02
2.92293E-02,-2.971E-01,7.330E-03
2.92313E-02,-4.338E-01,5.842E-03
2.92333E-02,1.265E+00,1.328E-02
2.92354E-02,-3.166E-01,7.330E-03
2.92374E-02,-3.166E-01,-1.111E-04
2.92394E-02,1.265E+00,5.346E-03
2.92414E-02,-3.557E-01,1.204E-02
2.92434E-02,-2.580E-01,-4.080E-03
2.92454E-02,1.187E+00,4.850E-03
2.92475E-02,-4.338E-01,1.651E-02
2.92495E-02,-1.995E-01,-9.289E-03
2.92515E-02,1.168E+00,1.055E-02
2.92535E-02,-4.534E-01,2.048E-02
2.92555E-02,-1.409E-01,-1.152E-02
2.92575E-02,1.304E+00,1.874E-02
2.92596E-02,-4.729E-01,2.097E-02
2.92616E-02,-8.227E-02,-1.475E-02
2.92636E-02,1.226E+00,2.321E-02
2.92656E-02,-5.120E-01,2.172E-02
2.92676E-02,-6.273E-02,-1.574E-02
2.92696E-02,1.187E+00,2.048E-02
2.92716E-02,-5.705E-01,2.519E-02
2.92737E-02,-4.141E-03,-1.549E-02
2.92757E-02,1.187E+00,1.055E-02
2.92777E-02,-6.487E-01,3.412E-02
2.92797E-02,9.352E-02,-1.524E-02
2.92817E-02,1.187E+00,1.625E-03
2.92837E-02,-8.635E-01,3.809E-02
2.92858E-02,1.912E-01,-1.375E-02
2.92878E-02,1.129E+00,-3.584E-03
2.92898E-02,-1.098E+00,3.486E-02
2.92918E-02,2.107E-01,-1.127E-02
2.92938E-02,1.070E+00,-8.553E-04
2.92958E-02,-1.254E+00,2.593E-02
2.92979E-02,3.865E-01,-8.793E-03
2.92999E-02,1.070E+00,4.106E-03
2.93019E-02,-1.449E+00,1.601E-02
2.93039E-02,4.060E-01,-4.824E-03
2.93059E-02,9.724E-01,1.006E-02
2.93079E-02,-1.430E+00,1.279E-02
2.93100E-02,4.646E-01,-1.599E-03
2.93120E-02,8.943E-01,1.055E-02
2.93140E-02,-1.254E+00,1.279E-02
2.93160E-02,5.232E-01,-1.111E-04
2.93180E-02,8.162E-01,8.322E-03
2.93200E-02,-1.039E+00,1.378E-02
2.93220E-02,6.209E-01,1.873E-03
2.93241E-02,7.576E-01,6.586E-03
2.93261E-02,-8.635E-01,9.811E-03
2.93281E-02,7.380E-01,3.610E-03
2.93301E-02,6.795E-01,7.082E-03
2.93321E-02,-7.659E-01,2.369E-03
2.93341E-02,7.380E-01,2.369E-03
2.93362E-02,6.599E-01,1.328E-02
2.93382E-02,-7.854E-01,-4.080E-03
2.93402E-02,8.162E-01,-7.553E-03
2.93422E-02,5.232E-01,2.122E-02
2.93442E-02,-8.830E-01,-9.289E-03
2.93462E-02,7.771E-01,-1.772E-02
2.93483E-02,5.037E-01,2.866E-02
2.93503E-02,-8.830E-01,-9.537E-03
2.93523E-02,9.724E-01,-2.244E-02
2.93543E-02,4.451E-01,3.065E-02
2.93563E-02,-9.026E-01,-5.320E-03
2.93583E-02,1.187E+00,-1.847E-02
2.93604E-02,4.646E-01,2.891E-02
2.93624E-02,-9.026E-01,-3.592E-04
2.93644E-02,1.422E+00,-9.289E-03
2.93664E-02,3.474E-01,2.544E-02
2.93684E-02,-9.026E-01,3.610E-03
2.93704E-02,1.539E+00,-4.576E-03
2.93724E-02,2.498E-01,1.998E-02
2.93745E-02,-8.635E-01,5.098E-03
2.93765E-02,1.617E+00,-1.028E-02
2.93785E-02,1.716E-01,1.800E-02
2.93805E-02,-8.440E-01,6.090E-03
2.93825E-02,1.539E+00,-1.797E-02
2.93845E-02,5.445E-02,1.849E-02
2.93866E-02,-8.049E-01,7.330E-03
2.93886E-02,1.285E+00,-2.492E-02
2.93906E-02,-2.367E-02,2.023E-02
2.93926E-02,-7.268E-01,8.074E-03
2.93946E-02,1.265E+00,-1.946E-02
2.93966E-02,-1.213E-01,1.924E-02
2.93987E-02,-7.268E-01,9.315E-03
2.94007E-02,1.265E+00,-4.576E-03
2.94027E-02,-1.604E-01,1.601E-02
2.94047E-02,-6.291E-01,1.055E-02
2.94067E-02,1.363E+00,8.819E-03
2.94087E-02,-2.776E-01,1.155E-02
2.94108E-02,-6.096E-01,8.819E-03
2.94128E-02,1.363E+00,1.676E-02
2.94148E-02,-2.776E-01,8.571E-03
2.94168E-02,-4.924E-01,6.834E-03
2.94188E-02,1.344E+00,1.552E-02
2.94208E-02,-2.580E-01,7.330E-03
2.94228E-02,-4.338E-01,2.617E-03
2.94249E-02,1.265E+00,8.571E-03
2.94269E-02,-3.557E-01,9.067E-03
2.94289E-02,-3.166E-01,-2.096E-03
2.94309E-02,1.187E+00,4.106E-03
2.94329E-02,-3.948E-01,1.428E-02
2.94349E-02,-2.385E-01,-7.304E-03
2.94370E-02,1.265E+00,6.586E-03
2.94390E-02,-5.120E-01,1.874E-02
2.94410E-02,-1.213E-01,-1.053E-02
2.94430E-02,1.187E+00,1.304E-02
2.94450E-02,-3.948E-01,2.172E-02
2.94470E-02,-6.273E-02,-1.301E-02
2.94491E-02,1.265E+00,2.221E-02
2.94511E-02,-5.120E-01,2.147E-02
2.94531E-02,-6.273E-02,-1.425E-02
2.94551E-02,1.285E+00,2.345E-02
2.94571E-02,-5.510E-01,2.345E-02
2.94591E-02,1.539E-02,-1.400E-02
2.94612E-02,1.246E+00,1.527E-02
2.94632E-02,-7.268E-01,3.015E-02
2.94652E-02,7.398E-02,-1.524E-02
2.94672E-02,1.148E+00,6.090E-03
2.94692E-02,-7.463E-01,3.759E-02
2.94712E-02,1.716E-01,-1.425E-02
2.94732E-02,1.148E+00,-2.344E-03
2.94753E-02,-9.221E-01,3.759E-02
2.94773E-02,2.498E-01,-1.301E-02
2.94793E-02,1.109E+00,-3.088E-03
2.94813E-02,-1.176E+00,3.040E-02
2.94833E-02,3.670E-01,-9.785E-03
2.94853E-02,1.148E+00,2.121E-03
2.94874E-02,-1.332E+00,2.097E-02
2.94894E-02,3.670E-01,-6.560E-03
2.94914E-02,1.070E+00,6.834E-03
2.94934E-02,-1.410E+00,1.353E-02
2.94954E-02,4.255E-01,-3.584E-03
2.94974E-02,9.334E-01,1.031E-02
2.94995E-02,-1.313E+00,1.155E-02
2.95015E-02,5.427E-01,-3.592E-04
2.95035E-02,8.552E-01,9.811E-03
2.95055E-02,-1.137E+00,1.254E-02
2.95075E-02,6.404E-01,1.377E-03
2.95095E-02,7.576E-01,8.074E-03
2.95116E-02,-9.612E-01,1.204E-02
2.95136E-02,6.599E-01,3.362E-03
2.95156E-02,6.795E-01,6.586E-03
2.95176E-02,-8.635E-01,6.338E-03
2.95196E-02,7.380E-01,2.865E-03
2.95216E-02,6.795E-01,9.811E-03
2.95236E-02,-8.245E-01,-6.072E-04
2.95257E-02,7.380E-01,-1.351E-03
2.95277E-02,5.818E-01,1.725E-02
2.95297E-02,-8.049E-01,-7.553E-03
2.95317E-02,7.576E-01,-1.301E-02
2.95337E-02,5.427E-01,2.618E-02
2.95357E-02,-8.635E-01,-1.028E-02
2.95378E-02,8.943E-01,-2.169E-02
2.95398E-02,4.451E-01,2.990E-02
2.95418E-02,-9.026E-01,-9.041E-03
2.95438E-02,1.070E+00,-2.144E-02
2.95458E-02,4.060E-01,3.040E-02
2.95478E-02,-8.635E-01,-3.088E-03
2.95499E-02,1.265E+00,-1.351E-02
2.95519E-02,3.279E-01,2.817E-02
2.95539E-02,-9.026E-01,1.625E-03
2.95559E-02,1.597E+00,-4.824E-03
2.95579E-02,2.693E-01,2.221E-02
2.95599E-02,-8.830E-01,4.354E-03
2.95620E-02,1.597E+00,-6.064E-03
2.95640E-02,2.498E-01,1.824E-02
2.95660E-02,-7.854E-01,5.098E-03
2.95680E-02,1.539E+00,-1.400E-02
2.95700E-02,1.326E-01,1.849E-02
2.95720E-02,-8.440E-01,6.586E-03
2.95740E-02,1.461E+00,-2.144E-02
2.95761E-02,1.539E-02,1.948E-02
2.95781E-02,-7.659E-01,7.578E-03
2.95801E-02,1.324E+00,-2.318E-02
2.95821E-02,-6.273E-02,1.998E-02
2.95841E-02,-6.877E-01,9.315E-03
2.95861E-02,1.226E+00,-1.276E-02
2.95882E-02,-1.213E-01,1.800E-02
2.95902E-02,-6.096E-01,9.067E-03
2.95922E-02,1.324E+00,3.362E-03
2.95942E-02,-1.995E-01,1.353E-02
2.95962E-02,-6.096E-01,9.315E-03
2.95982E-02,1.402E+00,1.403E-02
2.96003E-02,-2.776E-01,1.006E-02
2.96023E-02,-5.510E-01,8.074E-03
2.96043E-02,1.363E+00,1.700E-02
2.96063E-02,-3.166E-01,7.578E-03
2.96083E-02,-4.729E-01,3.610E-03
2.96103E-02,1.265E+00,1.155E-02
2.96124E-02,-3.362E-01,8.074E-03
2.96144E-02,-3.752E-01,-3.592E-04
2.96164E-02,1.246E+00,5.594E-03
2.96184E-02,-3.752E-01,1.304E-02
2.96204E-02,-2.190E-01,-5.072E-03
2.96224E-02,1.207E+00,3.113E-03
2.96244E-02,-3.752E-01,1.725E-02
2.96265E-02,-1.604E-01,-9.785E-03
2.96285E-02,1.187E+00,1.006E-02
2.96305E-02,-4.534E-01,2.072E-02
2.96325E-02,-1.213E-01,-1.276E-02
2.96345E-02,1.207E+00,1.973E-02
2.96365E-02,-4.924E-01,2.197E-02
2.96386E-02,-1.018E-01,-1.351E-02
2.96406E-02,1.187E+00,2.395E-02
2.96426E-02,-5.315E-01,2.097E-02
2.96446E-02,-2.367E-02,-1.499E-02
2.96466E-02,1.265E+00,1.948E-02
2.96486E-02,-5.901E-01,2.668E-02
2.96507E-02,3.492E-02,-1.574E-02
2.96527E-02,1.246E+00,9.811E-03
2.96547E-02,-7.268E-01,3.437E-02
2.96567E-02,9.352E-02,-1.499E-02
2.96587E-02,1.187E+00,6.330E-04
2.96607E-02,-9.221E-01,3.784E-02
2.96628E-02,2.107E-01,-1.400E-02
2.96648E-02,1.168E+00,-3.088E-03
2.96668E-02,-1.117E+00,3.511E-02
2.96688E-02,3.084E-01,-1.127E-02
2.96708E-02,1.109E+00,-1.351E-03
2.96728E-02,-1.332E+00,2.494E-02
2.96748E-02,3.670E-01,-8.297E-03
2.96769E-02,1.090E+00,5.098E-03
2.96789E-02,-1.469E+00,1.676E-02
2.96809E-02,4.060E-01,-4.328E-03
2.96829E-02,9.724E-01,9.811E-03
2.96849E-02,-1.430E+00,1.304E-02
2.96869E-02,4.841E-01,-1.599E-03
2.96890E-02,8.943E-01,1.080E-02
2.96910E-02,-1.215E+00,1.229E-02
2.96930E-02,6.404E-01,8.811E-04
2.96950E-02,8.357E-01,7.826E-03
2.96970E-02,-9.807E-01,1.304E-02
2.96990E-02,6.013E-01,1.625E-03
2.97011E-02,7.576E-01,6.834E-03
2.97031E-02,-8.830E-01,1.055E-02
2.97051E-02,6.795E-01,3.362E-03
2.97071E-02,6.795E-01,7.826E-03
2.97091E-02,-8.830E-01,3.113E-03
2.97111E-02,7.576E-01,1.625E-03
2.97132E-02,6.795E-01,1.477E-02
2.97152E-02,-7.659E-01,-4.824E-03
2.97172E-02,7.576E-01,-8.049E-03
2.97192E-02,5.427E-01,2.246E-02
2.97212E-02,-8.245E-01,-8.545E-03
2.97232E-02,8.357E-01,-1.797E-02
2.97252E-02,4.451E-01,2.941E-02
2.97273E-02,-9.416E-01,-9.537E-03
2.97293E-02,1.011E+00,-2.244E-02
2.97313E-02,4.060E-01,3.065E-02
2.97333E-02,-8.440E-01,-5.568E-03
2.97353E-02,1.187E+00,-1.797E-02
2.97373E-02,3.279E-01,2.866E-02
2.97394E-02,-8.635E-01,1.369E-04
2.97414E-02,1.402E+00,-9.289E-03
2.97434E-02,2.888E-01,2.370E-02
2.97454E-02,-8.440E-01,3.610E-03
2.97474E-02,1.617E+00,-4.576E-03
2.97494E-02,2.107E-01,1.973E-02
2.97515E-02,-8.830E-01,5.842E-03
2.97535E-02,1.597E+00,-9.785E-03
2.97555E-02,1.521E-01,1.849E-02
2.97575E-02,-8.245E-01,6.090E-03
2.97595E-02,1.461E+00,-1.921E-02
2.97615E-02,7.398E-02,1.948E-02
2.97636E-02,-8.049E-01,7.578E-03
2.97656E-02,1.363E+00,-2.318E-02
2.97676E-02,-4.320E-02,1.973E-02
2.97696E-02,-6.877E-01,8.819E-03
2.97716E-02,1.226E+00,-1.946E-02
2.97736E-02,-8.227E-02,1.973E-02
2.97756E-02,-6.682E-01,9.315E-03
2.97777E-02,1.265E+00,-4.824E-03
2.97797E-02,-2.385E-01,1.576E-02
2.97817E-02,-6.682E-01,9.811E-03
2.97837E-02,1.344E+00,1.006E-02
2.97857E-02,-2.385E-01,1.204E-02
2.97877E-02,-5.315E-01,9.067E-03
2.97898E-02,1.402E+00,1.676E-02
2.97918E-02,-1.995E-01,8.571E-03
2.97938E-02,-4.924E-01,7.082E-03
2.97958E-02,1.324E+00,1.576E-02
2.97978E-02,-2.776E-01,8.074E-03
2.97998E-02,-3.752E-01,2.121E-03
2.98019E-02,1.265E+00,7.082E-03
2.98039E-02,-3.948E-01,9.811E-03
2.98059E-02,-3.362E-01,-2.096E-03
2.98079E-02,1.187E+00,2.865E-03
2.98099E-02,-3.752E-01,1.428E-02
2.98119E-02,-1.799E-01,-7.304E-03
2.98140E-02,1.187E+00,7.082E-03
2.98160E-02,-4.143E-01,1.849E-02
2.98180E-02,-1.604E-01,-1.078E-02
2.98200E-02,1.265E+00,1.403E-02
2.98220E-02,-3.948E-01,2.048E-02
2.98240E-02,-4.320E-02,-1.326E-02
2.98260E-02,1.285E+00,2.271E-02
2.98281E-02,-5.120E-01,2.172E-02
2.98301E-02,-2.367E-02,-1.524E-02
2.98321E-02,1.285E+00,2.221E-02
2.98341E-02,-5.510E-01,2.321E-02
2.98361E-02,-4.141E-03,-1.499E-02
2.98381E-02,1.187E+00,1.502E-02
2.98402E-02,-6.291E-01,3.040E-02
2.98422E-02,7.398E-02,-1.574E-02
2.98442E-02,1.207E+00,5.098E-03
2.98462E-02,-8.245E-01,3.710E-02
2.98482E-02,2.107E-01,-1.375E-02
2.98502E-02,1.129E+00,-2.344E-03
2.98523E-02,-1.000E+00,3.710E-02
2.98543E-02,2.302E-01,-1.177E-02
2.98563E-02,1.168E+00,-2.592E-03
2.98583E-02,-1.176E+00,2.990E-02
2.98603E-02,2.888E-01,-9.289E-03
2.98623E-02,1.090E+00,1.873E-03
2.98644E-02,-1.410E+00,1.973E-02
2.98664E-02,3.865E-01,-5.816E-03
2.98684E-02,1.031E+00,7.082E-03
2.98704E-02,-1.391E+00,1.328E-02
2.98724E-02,4.060E-01,-2.344E-03
2.98744E-02,9.138E-01,1.155E-02
2.98764E-02,-1.274E+00,1.304E-02
2.98785E-02,6.013E-01,-1.111E-04
2.98805E-02,8.357E-01,1.031E-02
2.98825E-02,-1.039E+00,1.279E-02
2.98845E-02,6.209E-01,1.873E-03
2.98865E-02,6.990E-01,6.834E-03
2.98885E-02,-9.612E-01,1.155E-02
2.98906E-02,6.795E-01,3.113E-03
2.98926E-02,7.576E-01,6.834E-03
2.98946E-02,-8.245E-01,6.586E-03
2.98966E-02,7.380E-01,3.362E-03
2.98986E-02,6.795E-01,1.055E-02
2.99006E-02,-7.268E-01,-1.351E-03
2.99027E-02,7.380E-01,-3.088E-03
2.99047E-02,5.427E-01,1.849E-02
2.99067E-02,-8.245E-01,-8.049E-03
2.99087E-02,7.576E-01,-1.549E-02
2.99107E-02,5.427E-01,2.643E-02
2.99127E-02,-8.245E-01,-9.785E-03
2.99148E-02,8.552E-01,-2.293E-02
2.99168E-02,4.255E-01,3.015E-02
2.99188E-02,-9.221E-01,-7.553E-03
2.99208E-02,1.051E+00,-2.070E-02
2.99228E-02,4.060E-01,3.040E-02
2.99248E-02,-9.416E-01,-2.840E-03
2.99268E-02,1.285E+00,-1.400E-02
2.99289E-02,3.279E-01,2.742E-02
2.99309E-02,-9.221E-01,2.617E-03
2.99329E-02,1.617E+00,-5.072E-03
2.99349E-02,3.084E-01,2.147E-02
2.99369E-02,-8.830E-01,5.098E-03
2.99389E-02,1.636E+00,-6.560E-03
2.99410E-02,2.302E-01,1.924E-02
2.99430E-02,-8.830E-01,4.850E-03
2.99450E-02,1.519E+00,-1.524E-02
2.99470E-02,1.521E-01,1.824E-02
2.99490E-02,-8.245E-01,6.834E-03
2.99510E-02,1.363E+00,-2.293E-02
2.99531E-02,3.492E-02,1.998E-02
2.99551E-02,-7.268E-01,7.826E-03
2.99571E-02,1.226E+00,-2.144E-02
2.99591E-02,-4.320E-02,2.023E-02
2.99611E-02,-7.073E-01,8.819E-03
2.99631E-02,1.246E+00,-1.127E-02
2.99652E-02,-1.409E-01,1.824E-02
2.99672E-02,-6.096E-01,1.031E-02
2.99692E-02,1.304E+00,2.617E-03
2.99712E-02,-1.995E-01,1.328E-02
2.99732E-02,-6.096E-01,9.067E-03
2.99752E-02,1.324E+00,1.428E-02
2.99772E-02,-2.580E-01,9.315E-03
2.99793E-02,-4.924E-01,9.067E-03
2.99813E-02,1.383E+00,1.775E-02
2.99833E-02,-2.776E-01,7.082E-03
2.99853E-02,-4.534E-01,4.354E-03
2.99873E-02,1.265E+00,1.130E-02
2.99893E-02,-3.166E-01,7.826E-03
2.99914E-02,-3.362E-01,-1.103E-03
2.99934E-02,1.168E+00,4.106E-03
2.99954E-02,-4.534E-01,1.254E-02
2.99974E-02,-2.580E-01,-4.824E-03
2.99994E-02,1.187E+00,4.354E-03
3.00014E-02,-4.534E-01,1.601E-02
3.00035E-02,-1.995E-01,-9.785E-03
3.00055E-02,1.148E+00,1.155E-02
3.00075E-02,-4.143E-01,2.097E-02
3.00095E-02,-1.604E-01,-1.202E-02
3.00115E-02,1.246E+00,1.998E-02
3.00135E-02,-4.729E-01,2.147E-02
3.00156E-02,-6.273E-02,-1.450E-02
3.00176E-02,1.207E+00,2.345E-02
3.00196E-02,-5.510E-01,2.197E-02
3.00216E-02,3.492E-02,-1.524E-02
3.00236E-02,1.207E+00,1.948E-02
3.00256E-02,-6.291E-01,2.643E-02
3.00276E-02,3.492E-02,-1.574E-02
3.00297E-02,1.187E+00,8.819E-03
3.00317E-02,-7.268E-01,3.486E-02
3.00337E-02,1.130E-01,-1.425E-02
3.00357E-02,1.207E+00,3.850E-04
3.00377E-02,-9.612E-01,3.759E-02
3.00397E-02,2.107E-01,-1.276E-02
3.00418E-02,1.109E+00,-2.096E-03
3.00438E-02,-1.098E+00,3.412E-02
3.00458E-02,2.693E-01,-1.152E-02
3.00478E-02,1.129E+00,-8.553E-04
3.00498E-02,-1.293E+00,2.420E-02
3.00518E-02,3.474E-01,-7.553E-03
3.00539E-02,1.051E+00,5.098E-03
3.00559E-02,-1.410E+00,1.552E-02
3.00579E-02,3.474E-01,-4.080E-03
3.00599E-02,9.724E-01,9.811E-03
3.00619E-02,-1.391E+00,1.229E-02
3.00639E-02,5.232E-01,-1.847E-03
3.00660E-02,9.334E-01,1.031E-02
3.00680E-02,-1.196E+00,1.279E-02
3.00700E-02,5.427E-01,1.129E-03
3.00720E-02,7.966E-01,9.067E-03
3.00740E-02,-1.020E+00,1.378E-02
3.00760E-02,5.623E-01,2.617E-03
3.00780E-02,7.576E-01,5.842E-03
3.00801E-02,-9.221E-01,9.811E-03
3.00821E-02,7.185E-01,3.362E-03
3.00841E-02,6.209E-01,8.819E-03
3.00861E-02,-8.635E-01,2.617E-03
3.00881E-02,6.795E-01,8.811E-04
3.00901E-02,6.013E-01,1.527E-02
3.00922E-02,-8.635E-01,-5.072E-03
3.00942E-02,7.771E-01,-8.297E-03
3.00962E-02,5.818E-01,2.246E-02
3.00982E-02,-8.635E-01,-8.793E-03
3.01002E-02,8.162E-01,-1.871E-02
3.01022E-02,4.451E-01,2.891E-02
3.01043E-02,-8.440E-01,-9.289E-03
3.01063E-02,9.724E-01,-2.368E-02
3.01083E-02,4.255E-01,3.089E-02
3.01103E-02,-9.221E-01,-5.072E-03
3.01123E-02,1.187E+00,-1.648E-02
3.01143E-02,3.279E-01,2.916E-02
