in s,C1 in V,C2 in V
9.83781E-02,1.148E+00,-1.103E-03
9.83801E-02,-9.416E-01,3.809E-02
9.83821E-02,1.326E-01,-1.276E-02
9.83842E-02,1.148E+00,-3.088E-03
9.83862E-02,-1.156E+00,3.139E-02
9.83882E-02,2.498E-01,-9.785E-03
9.83902E-02,1.168E+00,1.873E-03
9.83922E-02,-1.332E+00,2.221E-02
9.83942E-02,4.060E-01,-6.560E-03
9.83963E-02,1.011E+00,6.834E-03
9.83983E-02,-1.469E+00,1.527E-02
9.84003E-02,4.451E-01,-3.336E-03
9.84023E-02,9.529E-01,1.031E-02
9.84043E-02,-1.352E+00,1.155E-02
9.84063E-02,4.646E-01,-1.351E-03
9.84084E-02,9.138E-01,1.055E-02
9.84104E-02,-1.078E+00,1.254E-02
9.84124E-02,5.427E-01,6.330E-04
9.84144E-02,7.576E-01,7.330E-03
9.84164E-02,-9.416E-01,1.279E-02
9.84184E-02,6.795E-01,3.362E-03
9.84204E-02,7.966E-01,6.090E-03
9.84225E-02,-8.245E-01,8.074E-03
9.84245E-02,7.185E-01,2.617E-03
9.84265E-02,6.013E-01,8.819E-03
9.84285E-02,-8.245E-01,1.369E-04
9.84305E-02,7.185E-01,-8.553E-04
9.84325E-02,6.209E-01,1.576E-02
9.84346E-02,-7.659E-01,-6.560E-03
9.84366E-02,7.966E-01,-1.127E-02
9.84386E-02,5.232E-01,2.494E-02
9.84406E-02,-8.635E-01,-1.028E-02
9.84426E-02,8.357E-01,-2.095E-02
9.84446E-02,4.646E-01,2.965E-02
9.84467E-02,-9.026E-01,-8.297E-03
9.84487E-02,1.051E+00,-2.244E-02
9.84507E-02,4.646E-01,3.065E-02
9.84527E-02,-8.635E-01,-3.832E-03
9.84547E-02,1.265E+00,-1.574E-02
9.84567E-02,3.670E-01,2.792E-02
9.84588E-02,-8.635E-01,1.625E-03
9.84608E-02,1.500E+00,-5.816E-03
9.84628E-02,3.084E-01,2.246E-02
9.84648E-02,-8.440E-01,4.106E-03
9.84668E-02,1.578E+00,-5.072E-03
9.84688E-02,2.302E-01,1.849E-02
9.84708E-02,-9.221E-01,6.338E-03
9.84729E-02,1.578E+00,-1.301E-02
9.84749E-02,1.912E-01,1.800E-02
9.84769E-02,-8.245E-01,6.834E-03
9.84789E-02,1.422E+00,-2.169E-02
9.84809E-02,-4.141E-03,1.874E-02
9.84829E-02,-7.659E-01,8.074E-03
9.84850E-02,1.246E+00,-2.392E-02
9.84870E-02,-6.273E-02,2.097E-02
9.84890E-02,-7.073E-01,8.322E-03
9.84910E-02,1.226E+00,-1.574E-02
9.84930E-02,-1.409E-01,1.849E-02
9.84950E-02,-6.291E-01,9.315E-03
9.84971E-02,1.246E+00,-1.111E-04
9.84991E-02,-1.604E-01,1.378E-02
9.85011E-02,-6.096E-01,1.006E-02
9.85031E-02,1.324E+00,1.304E-02
9.85051E-02,-2.776E-01,1.055E-02
9.85071E-02,-5.120E-01,8.074E-03
9.85092E-02,1.402E+00,1.651E-02
9.85112E-02,-3.166E-01,7.330E-03
9.85132E-02,-5.315E-01,5.098E-03
9.85152E-02,1.265E+00,1.378E-02
9.85172E-02,-3.166E-01,7.826E-03
9.85192E-02,-3.752E-01,1.377E-03
9.85212E-02,1.265E+00,5.098E-03
9.85233E-02,-3.752E-01,1.130E-02
9.85253E-02,-2.385E-01,-3.832E-03
9.85273E-02,1.207E+00,4.106E-03
9.85293E-02,-4.338E-01,1.527E-02
9.85313E-02,-1.604E-01,-8.049E-03
9.85333E-02,1.187E+00,8.819E-03
9.85354E-02,-4.143E-01,1.998E-02
9.85374E-02,-1.409E-01,-1.127E-02
9.85394E-02,1.148E+00,1.800E-02
9.85414E-02,-4.534E-01,2.122E-02
9.85434E-02,-6.273E-02,-1.400E-02
9.85454E-02,1.265E+00,2.345E-02
9.85475E-02,-5.315E-01,2.221E-02
9.85495E-02,-4.320E-02,-1.499E-02
9.85515E-02,1.265E+00,1.998E-02
9.85535E-02,-6.096E-01,2.569E-02
9.85555E-02,1.539E-02,-1.499E-02
9.85575E-02,1.187E+00,1.180E-02
9.85596E-02,-7.073E-01,3.263E-02
9.85616E-02,5.445E-02,-1.499E-02
9.85636E-02,1.187E+00,1.873E-03
9.85656E-02,-8.830E-01,3.759E-02
9.85676E-02,1.716E-01,-1.351E-02
9.85696E-02,1.168E+00,-3.336E-03
9.85716E-02,-1.000E+00,3.610E-02
9.85737E-02,2.107E-01,-1.177E-02
9.85757E-02,1.168E+00,-1.351E-03
9.85777E-02,-1.215E+00,2.668E-02
9.85797E-02,3.474E-01,-8.545E-03
9.85817E-02,1.090E+00,3.362E-03
9.85837E-02,-1.449E+00,1.700E-02
9.85858E-02,4.060E-01,-5.320E-03
9.85878E-02,1.051E+00,8.819E-03
9.85898E-02,-1.352E+00,1.204E-02
9.85918E-02,5.427E-01,-2.592E-03
9.85938E-02,8.357E-01,1.130E-02
9.85958E-02,-1.254E+00,1.204E-02
9.85979E-02,5.427E-01,1.369E-04
9.85999E-02,7.771E-01,8.819E-03
9.86019E-02,-1.000E+00,1.279E-02
9.86039E-02,6.599E-01,2.369E-03
9.86059E-02,7.380E-01,7.330E-03
9.86079E-02,-8.830E-01,1.080E-02
9.86100E-02,6.795E-01,3.610E-03
9.86120E-02,6.599E-01,6.586E-03
9.86140E-02,-8.049E-01,4.602E-03
9.86160E-02,6.990E-01,3.113E-03
9.86180E-02,6.013E-01,1.328E-02
9.86200E-02,-8.049E-01,-3.584E-03
9.86220E-02,8.162E-01,-7.056E-03
9.86241E-02,6.013E-01,2.147E-02
9.86261E-02,-8.049E-01,-8.793E-03
9.86281E-02,8.748E-01,-1.698E-02
9.86301E-02,5.037E-01,2.841E-02
9.86321E-02,-8.830E-01,-1.028E-02
9.86341E-02,9.334E-01,-2.244E-02
9.86362E-02,4.841E-01,3.065E-02
9.86382E-02,-9.416E-01,-6.312E-03
9.86402E-02,1.148E+00,-1.921E-02
9.86422E-02,4.060E-01,2.866E-02
9.86442E-02,-9.026E-01,-3.592E-04
9.86462E-02,1.402E+00,-9.289E-03
9.86483E-02,3.474E-01,2.569E-02
9.86503E-02,-9.026E-01,3.362E-03
9.86523E-02,1.617E+00,-4.824E-03
9.86543E-02,2.107E-01,2.048E-02
9.86563E-02,-8.830E-01,5.098E-03
9.86583E-02,1.617E+00,-8.545E-03
9.86604E-02,1.912E-01,1.824E-02
9.86624E-02,-8.635E-01,6.090E-03
9.86644E-02,1.480E+00,-1.648E-02
9.86664E-02,7.398E-02,1.849E-02
9.86684E-02,-7.659E-01,6.834E-03
9.86704E-02,1.344E+00,-2.392E-02
9.86724E-02,-4.320E-02,2.048E-02
9.86745E-02,-7.659E-01,8.074E-03
9.86765E-02,1.285E+00,-2.045E-02
9.86785E-02,-8.227E-02,1.948E-02
9.86805E-02,-6.096E-01,8.074E-03
9.86825E-02,1.207E+00,-6.312E-03
9.86845E-02,-1.604E-01,1.626E-02
9.86866E-02,-6.291E-01,9.811E-03
9.86886E-02,1.324E+00,6.586E-03
9.86906E-02,-2.776E-01,1.180E-02
9.86926E-02,-5.705E-01,8.819E-03
9.86946E-02,1.304E+00,1.651E-02
9.86966E-02,-2.971E-01,9.067E-03
9.86987E-02,-4.924E-01,7.082E-03
9.87007E-02,1.324E+00,1.552E-02
9.87027E-02,-3.166E-01,8.322E-03
9.87047E-02,-4.143E-01,2.369E-03
9.87067E-02,1.285E+00,8.819E-03
9.87087E-02,-3.166E-01,1.031E-02
9.87108E-02,-3.362E-01,-1.599E-03
9.87128E-02,1.207E+00,4.106E-03
9.87148E-02,-3.752E-01,1.353E-02
9.87168E-02,-2.190E-01,-6.560E-03
9.87188E-02,1.129E+00,6.090E-03
9.87208E-02,-3.557E-01,1.800E-02
9.87228E-02,-1.799E-01,-1.127E-02
9.87249E-02,1.207E+00,1.403E-02
9.87269E-02,-4.534E-01,2.197E-02
9.87289E-02,-1.018E-01,-1.276E-02
9.87309E-02,1.226E+00,2.296E-02
9.87329E-02,-5.315E-01,2.122E-02
9.87349E-02,-8.227E-02,-1.425E-02
9.87370E-02,1.226E+00,2.271E-02
9.87390E-02,-5.315E-01,2.271E-02
9.87410E-02,-4.320E-02,-1.599E-02
9.87430E-02,1.168E+00,1.552E-02
9.87450E-02,-6.877E-01,2.965E-02
9.87470E-02,9.352E-02,-1.499E-02
9.87491E-02,1.226E+00,5.842E-03
9.87511E-02,-8.049E-01,3.710E-02
9.87531E-02,1.716E-01,-1.450E-02
9.87551E-02,1.207E+00,-6.072E-04
9.87571E-02,-9.221E-01,3.809E-02
9.87591E-02,2.302E-01,-1.202E-02
9.87612E-02,1.148E+00,-3.088E-03
9.87632E-02,-1.137E+00,3.040E-02
9.87652E-02,2.693E-01,-9.537E-03
9.87672E-02,1.148E+00,1.625E-03
9.87692E-02,-1.352E+00,2.097E-02
9.87712E-02,3.670E-01,-6.560E-03
9.87732E-02,1.090E+00,7.330E-03
9.87753E-02,-1.332E+00,1.403E-02
9.87773E-02,4.841E-01,-3.584E-03
9.87793E-02,9.334E-01,1.031E-02
9.87813E-02,-1.313E+00,1.180E-02
9.87833E-02,4.841E-01,-1.103E-03
9.87853E-02,8.748E-01,1.006E-02
9.87874E-02,-1.137E+00,1.328E-02
9.87894E-02,5.427E-01,1.377E-03
9.87914E-02,8.357E-01,7.082E-03
9.87934E-02,-9.026E-01,1.279E-02
9.87954E-02,6.990E-01,2.617E-03
9.87974E-02,7.576E-01,6.090E-03
9.87995E-02,-8.245E-01,6.834E-03
9.88015E-02,6.990E-01,3.858E-03
9.88035E-02,6.795E-01,1.006E-02
9.88055E-02,-8.245E-01,-3.592E-04
9.88075E-02,7.576E-01,-1.351E-03
9.88095E-02,6.209E-01,1.676E-02
9.88116E-02,-8.245E-01,-6.312E-03
9.88136E-02,7.576E-01,-1.227E-02
9.88156E-02,4.841E-01,2.494E-02
9.88176E-02,-8.830E-01,-1.003E-02
9.88196E-02,8.748E-01,-2.120E-02
9.88216E-02,4.841E-01,2.965E-02
9.88236E-02,-9.221E-01,-9.041E-03
9.88257E-02,1.090E+00,-2.144E-02
9.88277E-02,4.255E-01,3.065E-02
9.88297E-02,-8.830E-01,-2.840E-03
9.88317E-02,1.285E+00,-1.475E-02
9.88337E-02,3.279E-01,2.767E-02
9.88357E-02,-8.830E-01,1.625E-03
9.88378E-02,1.558E+00,-5.320E-03
9.88398E-02,3.084E-01,2.246E-02
9.88418E-02,-8.440E-01,5.098E-03
9.88438E-02,1.597E+00,-5.568E-03
9.88458E-02,1.521E-01,1.874E-02
9.88478E-02,-8.830E-01,5.842E-03
9.88499E-02,1.539E+00,-1.375E-02
9.88519E-02,1.130E-01,1.849E-02
9.88539E-02,-8.830E-01,6.586E-03
9.88559E-02,1.402E+00,-2.219E-02
9.88579E-02,-4.141E-03,1.874E-02
9.88599E-02,-7.268E-01,6.834E-03
9.88620E-02,1.265E+00,-2.293E-02
9.88640E-02,-1.018E-01,1.998E-02
9.88660E-02,-7.268E-01,8.819E-03
9.88680E-02,1.246E+00,-1.450E-02
9.88700E-02,-1.604E-01,1.800E-02
9.88720E-02,-7.268E-01,9.811E-03
9.88740E-02,1.324E+00,2.369E-03
9.88761E-02,-1.995E-01,1.403E-02
9.88781E-02,-6.291E-01,9.315E-03
9.88801E-02,1.324E+00,1.378E-02
9.88821E-02,-2.385E-01,1.055E-02
9.88841E-02,-5.315E-01,8.074E-03
9.88861E-02,1.383E+00,1.750E-02
9.88882E-02,-3.166E-01,7.578E-03
9.88902E-02,-4.534E-01,5.594E-03
9.88922E-02,1.265E+00,1.304E-02
9.88942E-02,-2.776E-01,8.819E-03
9.88962E-02,-3.362E-01,3.850E-04
9.88982E-02,1.168E+00,5.842E-03
9.89003E-02,-3.557E-01,1.304E-02
9.89023E-02,-2.971E-01,-4.576E-03
9.89043E-02,1.187E+00,3.362E-03
9.89063E-02,-3.948E-01,1.601E-02
9.89083E-02,-1.604E-01,-8.545E-03
9.89103E-02,1.207E+00,9.067E-03
9.89124E-02,-4.534E-01,2.023E-02
9.89144E-02,-1.409E-01,-1.202E-02
9.89164E-02,1.207E+00,1.874E-02
9.89184E-02,-4.143E-01,2.147E-02
9.89204E-02,-1.018E-01,-1.400E-02
9.89224E-02,1.246E+00,2.420E-02
9.89244E-02,-5.120E-01,2.072E-02
9.89265E-02,3.492E-02,-1.499E-02
9.89285E-02,1.187E+00,1.948E-02
9.89305E-02,-6.682E-01,2.544E-02
9.89325E-02,5.445E-02,-1.599E-02
9.89345E-02,1.207E+00,1.006E-02
9.89365E-02,-7.268E-01,3.362E-02
9.89386E-02,1.130E-01,-1.499E-02
9.89406E-02,1.168E+00,2.121E-03
9.89426E-02,-9.026E-01,3.809E-02
9.89446E-02,1.716E-01,-1.375E-02
9.89466E-02,1.187E+00,-3.088E-03
9.89486E-02,-1.098E+00,3.511E-02
9.89507E-02,2.693E-01,-1.127E-02
9.89527E-02,1.148E+00,-1.351E-03
9.89547E-02,-1.293E+00,2.544E-02
9.89567E-02,3.084E-01,-8.297E-03
9.89587E-02,1.070E+00,4.106E-03
9.89607E-02,-1.410E+00,1.676E-02
9.89628E-02,4.060E-01,-5.320E-03
9.89648E-02,9.529E-01,9.811E-03
9.89668E-02,-1.332E+00,1.254E-02
9.89688E-02,4.646E-01,-1.599E-03
9.89708E-02,9.138E-01,1.155E-02
9.89728E-02,-1.196E+00,1.254E-02
9.89748E-02,5.427E-01,8.811E-04
9.89769E-02,8.162E-01,8.322E-03
9.89789E-02,-1.117E+00,1.304E-02
9.89809E-02,6.404E-01,2.121E-03
9.89829E-02,7.576E-01,6.586E-03
9.89849E-02,-8.635E-01,1.055E-02
9.89869E-02,6.990E-01,3.362E-03
9.89890E-02,6.599E-01,7.826E-03
9.89910E-02,-7.659E-01,3.858E-03
9.89930E-02,7.576E-01,2.369E-03
9.89950E-02,6.209E-01,1.328E-02
9.89970E-02,-8.830E-01,-5.072E-03
9.89990E-02,7.771E-01,-7.553E-03
9.90011E-02,5.427E-01,2.147E-02
9.90031E-02,-8.830E-01,-9.289E-03
9.90051E-02,7.966E-01,-1.772E-02
9.90071E-02,4.646E-01,2.817E-02
9.90091E-02,-9.221E-01,-1.003E-02
9.90111E-02,9.724E-01,-2.268E-02
9.90132E-02,4.255E-01,3.164E-02
9.90152E-02,-9.612E-01,-5.568E-03
9.90172E-02,1.109E+00,-1.995E-02
9.90192E-02,4.255E-01,2.965E-02
9.90212E-02,-9.026E-01,1.369E-04
9.90232E-02,1.422E+00,-9.041E-03
9.90252E-02,3.279E-01,2.494E-02
9.90273E-02,-8.830E-01,3.362E-03
9.90293E-02,1.539E+00,-5.320E-03
9.90313E-02,2.107E-01,1.973E-02
9.90333E-02,-8.635E-01,5.842E-03
9.90353E-02,1.617E+00,-9.537E-03
9.90373E-02,1.716E-01,1.775E-02
9.90394E-02,-8.440E-01,5.842E-03
9.90414E-02,1.519E+00,-1.747E-02
9.90434E-02,5.445E-02,1.824E-02
9.90454E-02,-7.268E-01,6.834E-03
9.90474E-02,1.324E+00,-2.417E-02
9.90494E-02,-4.320E-02,2.048E-02
9.90515E-02,-7.463E-01,8.819E-03
9.90535E-02,1.246E+00,-1.995E-02
9.90555E-02,-1.018E-01,1.948E-02
9.90575E-02,-6.682E-01,9.067E-03
9.90595E-02,1.226E+00,-4.824E-03
9.90615E-02,-1.995E-01,1.576E-02
9.90636E-02,-5.901E-01,9.315E-03
9.90656E-02,1.265E+00,8.322E-03
9.90676E-02,-2.580E-01,1.180E-02
9.90696E-02,-5.315E-01,9.315E-03
9.90716E-02,1.402E+00,1.651E-02
9.90736E-02,-3.166E-01,8.074E-03
9.90756E-02,-5.315E-01,6.586E-03
9.90777E-02,1.324E+00,1.552E-02
9.90797E-02,-3.166E-01,8.322E-03
9.90817E-02,-3.948E-01,2.865E-03
9.90837E-02,1.246E+00,9.067E-03
9.90857E-02,-3.362E-01,9.811E-03
9.90877E-02,-3.557E-01,-1.599E-03
9.90898E-02,1.226E+00,3.362E-03
9.90918E-02,-3.362E-01,1.353E-02
9.90938E-02,-2.190E-01,-6.560E-03
9.90958E-02,1.187E+00,7.082E-03
9.90978E-02,-3.948E-01,1.924E-02
9.90998E-02,-1.018E-01,-1.103E-02
9.91019E-02,1.246E+00,1.428E-02
9.91039E-02,-4.924E-01,2.097E-02
9.91059E-02,-6.273E-02,-1.301E-02
9.91079E-02,1.246E+00,2.246E-02
9.91099E-02,-5.315E-01,2.122E-02
9.91119E-02,-8.227E-02,-1.475E-02
9.91140E-02,1.246E+00,2.246E-02
9.91160E-02,-5.705E-01,2.345E-02
9.91180E-02,3.492E-02,-1.574E-02
9.91200E-02,1.265E+00,1.576E-02
9.91220E-02,-6.682E-01,2.965E-02
9.91240E-02,3.492E-02,-1.549E-02
9.91260E-02,1.187E+00,5.346E-03
9.91281E-02,-8.245E-01,3.635E-02
9.91301E-02,1.130E-01,-1.400E-02
9.91321E-02,1.168E+00,-1.847E-03
9.91341E-02,-1.000E+00,3.759E-02
9.91361E-02,1.912E-01,-1.276E-02
9.91381E-02,1.168E+00,-3.336E-03
9.91402E-02,-1.235E+00,3.065E-02
9.91422E-02,3.084E-01,-1.003E-02
9.91442E-02,1.148E+00,1.377E-03
9.91462E-02,-1.430E+00,2.072E-02
9.91482E-02,3.279E-01,-6.312E-03
9.91502E-02,1.090E+00,7.578E-03
9.91523E-02,-1.430E+00,1.353E-02
9.91543E-02,4.060E-01,-2.840E-03
9.91563E-02,9.138E-01,1.055E-02
9.91583E-02,-1.332E+00,1.229E-02
9.91603E-02,5.232E-01,-1.103E-03
9.91623E-02,9.334E-01,1.055E-02
9.91644E-02,-1.098E+00,1.304E-02
9.91664E-02,6.599E-01,8.811E-04
9.91684E-02,7.576E-01,6.834E-03
9.91704E-02,-9.416E-01,1.204E-02
9.91724E-02,6.990E-01,3.362E-03
9.91744E-02,6.990E-01,6.338E-03
9.91764E-02,-8.245E-01,7.082E-03
9.91785E-02,6.990E-01,3.362E-03
9.91805E-02,6.990E-01,9.811E-03
9.91825E-02,-8.245E-01,-8.553E-04
9.91845E-02,6.990E-01,-2.344E-03
9.91865E-02,6.209E-01,1.700E-02
9.91885E-02,-8.245E-01,-7.553E-03
9.91906E-02,8.162E-01,-1.301E-02
9.91926E-02,5.232E-01,2.593E-02
9.91946E-02,-8.245E-01,-9.289E-03
9.91966E-02,8.748E-01,-2.120E-02
9.91986E-02,4.841E-01,3.065E-02
9.92006E-02,-8.830E-01,-8.545E-03
9.92027E-02,1.109E+00,-2.120E-02
9.92047E-02,4.451E-01,3.114E-02
9.92067E-02,-8.245E-01,-3.336E-03
9.92087E-02,1.363E+00,-1.326E-02
9.92107E-02,3.279E-01,2.717E-02
9.92127E-02,-8.830E-01,2.617E-03
9.92148E-02,1.578E+00,-6.560E-03
9.92168E-02,3.279E-01,2.246E-02
9.92188E-02,-8.635E-01,5.098E-03
9.92208E-02,1.597E+00,-5.816E-03
9.92228E-02,1.912E-01,1.874E-02
9.92248E-02,-9.221E-01,6.338E-03
9.92268E-02,1.500E+00,-1.425E-02
9.92289E-02,1.521E-01,1.849E-02
9.92309E-02,-7.659E-01,6.338E-03
9.92329E-02,1.422E+00,-2.293E-02
9.92349E-02,3.492E-02,1.899E-02
9.92369E-02,-7.854E-01,8.322E-03
9.92389E-02,1.265E+00,-2.244E-02
9.92410E-02,-1.018E-01,2.048E-02
9.92430E-02,-6.877E-01,9.067E-03
9.92450E-02,1.265E+00,-1.301E-02
9.92470E-02,-1.604E-01,1.824E-02
9.92490E-02,-6.096E-01,1.031E-02
9.92510E-02,1.265E+00,3.858E-03
9.92531E-02,-1.995E-01,1.378E-02
9.92551E-02,-6.291E-01,1.006E-02
9.92571E-02,1.324E+00,1.353E-02
9.92591E-02,-2.385E-01,9.811E-03
9.92611E-02,-5.315E-01,8.322E-03
9.92631E-02,1.324E+00,1.700E-02
9.92652E-02,-2.580E-01,7.826E-03
9.92672E-02,-4.534E-01,4.850E-03
9.92692E-02,1.265E+00,1.155E-02
9.92712E-02,-3.362E-01,8.074E-03
9.92732E-02,-3.166E-01,1.369E-04
9.92752E-02,1.187E+00,4.106E-03
9.92772E-02,-3.362E-01,1.254E-02
9.92793E-02,-2.385E-01,-4.328E-03
9.92813E-02,1.187E+00,4.106E-03
9.92833E-02,-3.752E-01,1.576E-02
9.92853E-02,-1.799E-01,-9.289E-03
9.92873E-02,1.168E+00,1.080E-02
9.92893E-02,-4.143E-01,2.072E-02
9.92914E-02,-1.018E-01,-1.202E-02
9.92934E-02,1.226E+00,1.800E-02
9.92954E-02,-4.924E-01,2.197E-02
9.92974E-02,-1.213E-01,-1.425E-02
9.92994E-02,1.246E+00,2.345E-02
9.93014E-02,-5.315E-01,2.147E-02
9.93035E-02,-4.320E-02,-1.549E-02
9.93055E-02,1.207E+00,1.948E-02
9.93075E-02,-6.291E-01,2.618E-02
9.93095E-02,-4.141E-03,-1.524E-02
9.93115E-02,1.246E+00,9.811E-03
9.93135E-02,-7.463E-01,3.338E-02
9.93156E-02,1.130E-01,-1.475E-02
9.93176E-02,1.168E+00,6.330E-04
9.93196E-02,-9.026E-01,3.883E-02
9.93216E-02,1.326E-01,-1.351E-02
9.93236E-02,1.168E+00,-3.088E-03
9.93256E-02,-1.156E+00,3.486E-02
9.93276E-02,2.888E-01,-1.053E-02
9.93297E-02,1.168E+00,-6.072E-04
9.93317E-02,-1.332E+00,2.494E-02
9.93337E-02,3.670E-01,-7.801E-03
9.93357E-02,1.109E+00,5.098E-03
9.93377E-02,-1.410E+00,1.601E-02
9.93397E-02,4.060E-01,-4.576E-03
9.93418E-02,9.138E-01,1.055E-02
9.93438E-02,-1.352E+00,1.155E-02
9.93458E-02,5.037E-01,-1.103E-03
9.93478E-02,8.943E-01,1.080E-02
9.93498E-02,-1.274E+00,1.180E-02
9.93518E-02,6.209E-01,1.377E-03
9.93539E-02,7.576E-01,8.819E-03
9.93559E-02,-9.612E-01,1.378E-02
9.93579E-02,7.380E-01,1.625E-03
9.93599E-02,7.185E-01,7.330E-03
9.93619E-02,-9.026E-01,9.563E-03
9.93639E-02,7.185E-01,3.610E-03
9.93660E-02,6.209E-01,7.826E-03
9.93680E-02,-8.830E-01,3.362E-03
9.93700E-02,7.185E-01,1.377E-03
9.93720E-02,6.209E-01,1.502E-02
9.93740E-02,-8.049E-01,-4.824E-03
9.93760E-02,8.162E-01,-7.801E-03
9.93780E-02,5.623E-01,2.246E-02
9.93801E-02,-8.245E-01,-8.545E-03
9.93821E-02,7.380E-01,-1.822E-02
9.93841E-02,4.841E-01,2.891E-02
9.93861E-02,-9.416E-01,-9.537E-03
9.93881E-02,9.724E-01,-2.268E-02
9.93901E-02,4.060E-01,3.213E-02
9.93922E-02,-8.635E-01,-5.568E-03
9.93942E-02,1.168E+00,-1.772E-02
9.93962E-02,4.255E-01,2.891E-02
9.93982E-02,-9.026E-01,-8.553E-04
9.94002E-02,1.441E+00,-7.801E-03
9.94022E-02,2.888E-01,2.494E-02
9.94043E-02,-9.026E-01,3.362E-03
9.94063E-02,1.617E+00,-4.576E-03
9.94083E-02,2.498E-01,1.998E-02
9.94103E-02,-8.830E-01,5.098E-03
9.94123E-02,1.558E+00,-9.785E-03
9.94143E-02,5.445E-02,1.849E-02
9.94164E-02,-9.026E-01,5.842E-03
9.94184E-02,1.461E+00,-1.772E-02
9.94204E-02,5.445E-02,1.849E-02
9.94224E-02,-8.049E-01,7.082E-03
9.94244E-02,1.304E+00,-2.492E-02
9.94264E-02,-4.320E-02,1.973E-02
9.94284E-02,-7.268E-01,9.067E-03
9.94305E-02,1.226E+00,-1.871E-02
9.94325E-02,-8.227E-02,1.973E-02
9.94345E-02,-7.073E-01,1.006E-02
9.94365E-02,1.304E+00,-5.816E-03
9.94385E-02,-1.799E-01,1.676E-02
9.94405E-02,-6.682E-01,9.067E-03
9.94426E-02,1.304E+00,9.315E-03
9.94446E-02,-2.385E-01,1.155E-02
9.94466E-02,-5.705E-01,9.067E-03
9.94486E-02,1.304E+00,1.700E-02
9.94506E-02,-2.385E-01,7.826E-03
9.94526E-02,-4.729E-01,6.586E-03
9.94547E-02,1.324E+00,1.452E-02
9.94567E-02,-3.362E-01,7.826E-03
9.94587E-02,-3.948E-01,2.369E-03
9.94607E-02,1.187E+00,7.826E-03
9.94627E-02,-3.752E-01,9.563E-03
9.94647E-02,-3.166E-01,-1.599E-03
9.94668E-02,1.246E+00,4.106E-03
9.94688E-02,-3.362E-01,1.428E-02
9.94708E-02,-2.385E-01,-7.304E-03
9.94728E-02,1.187E+00,7.082E-03
9.94748E-02,-3.752E-01,1.874E-02
9.94768E-02,-1.409E-01,-1.028E-02
9.94788E-02,1.207E+00,1.527E-02
9.94809E-02,-4.729E-01,2.197E-02
9.94829E-02,-1.213E-01,-1.326E-02
9.94849E-02,1.187E+00,2.246E-02
9.94869E-02,-4.924E-01,2.172E-02
9.94889E-02,-6.273E-02,-1.475E-02
9.94909E-02,1.187E+00,2.221E-02
9.94930E-02,-6.487E-01,2.420E-02
9.94950E-02,-4.141E-03,-1.499E-02
9.94970E-02,1.265E+00,1.304E-02
9.94990E-02,-7.073E-01,3.089E-02
9.95010E-02,7.398E-02,-1.549E-02
9.95030E-02,1.168E+00,4.602E-03
9.95051E-02,-8.245E-01,3.685E-02
9.95071E-02,1.716E-01,-1.400E-02
9.95091E-02,1.148E+00,-2.840E-03
9.95111E-02,-9.807E-01,3.784E-02
9.95131E-02,2.302E-01,-1.227E-02
9.95151E-02,1.168E+00,-2.096E-03
9.95172E-02,-1.176E+00,2.965E-02
9.95192E-02,3.084E-01,-1.003E-02
9.95212E-02,1.109E+00,2.121E-03
9.95232E-02,-1.449E+00,1.948E-02
9.95252E-02,4.060E-01,-5.816E-03
9.95272E-02,1.090E+00,8.819E-03
9.95292E-02,-1.391E+00,1.279E-02
9.95313E-02,4.841E-01,-3.584E-03
9.95333E-02,9.334E-01,1.130E-02
9.95353E-02,-1.293E+00,1.254E-02
9.95373E-02,4.841E-01,1.369E-04
9.95393E-02,8.748E-01,9.811E-03
9.95413E-02,-1.137E+00,1.204E-02
9.95434E-02,6.599E-01,2.369E-03
9.95454E-02,8.162E-01,7.082E-03
9.95474E-02,-1.000E+00,1.204E-02
9.95494E-02,6.404E-01,3.362E-03
9.95514E-02,7.380E-01,6.834E-03
9.95534E-02,-8.440E-01,6.090E-03
9.95555E-02,6.990E-01,4.106E-03
9.95575E-02,6.404E-01,9.811E-03
9.95595E-02,-8.049E-01,-1.103E-03
9.95615E-02,7.576E-01,-3.088E-03
9.95635E-02,6.209E-01,1.800E-02
9.95655E-02,-8.440E-01,-7.553E-03
9.95676E-02,8.357E-01,-1.351E-02
9.95696E-02,5.232E-01,2.593E-02
9.95716E-02,-8.049E-01,-9.785E-03
9.95736E-02,8.748E-01,-2.144E-02
9.95756E-02,4.646E-01,3.164E-02
9.95776E-02,-8.830E-01,-8.049E-03
9.95796E-02,1.148E+00,-2.095E-02
9.95817E-02,4.060E-01,3.065E-02
9.95837E-02,-8.830E-01,-2.096E-03
9.95857E-02,1.344E+00,-1.202E-02
9.95877E-02,3.865E-01,2.767E-02
9.95897E-02,-9.026E-01,2.865E-03
9.95917E-02,1.519E+00,-5.072E-03
9.95938E-02,2.693E-01,2.147E-02
9.95958E-02,-9.026E-01,5.098E-03
9.95978E-02,1.617E+00,-5.072E-03
9.95998E-02,2.498E-01,1.874E-02
9.96018E-02,-8.830E-01,4.602E-03
9.96038E-02,1.539E+00,-1.499E-02
9.96059E-02,5.445E-02,1.800E-02
9.96079E-02,-8.245E-01,6.834E-03
9.96099E-02,1.402E+00,-2.219E-02
9.96119E-02,-4.141E-03,1.924E-02
